gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
gene29426	rna50897_gene29426,rna50898_gene29426,rna50899_gene29426	1031.00	805.77	0.00	0.00	0.00
gene29427	rna50900_gene29427,rna50901_gene29427,rna50902_gene29427	4600.00	4374.77	140.00	3.48	2.30
gene29428	rna50903_gene29428	2598.00	2372.77	339.09	15.53	10.27
gene29429	rna50904_gene29429,rna50905_gene29429,rna50906_gene29429,rna50907_gene29429,rna50908_gene29429	5127.00	4901.77	10.60	0.23	0.16
gene2943	rna4979_gene2943,rna4980_gene2943	4873.87	4648.64	680.17	15.90	10.51
gene29430	rna50909_gene29430,rna50910_gene29430	6343.00	6117.77	0.00	0.00	0.00
gene29431	rna50911_gene29431,rna50912_gene29431	618.50	393.33	0.00	0.00	0.00
gene29432	rna50913_gene29432	1065.00	839.77	0.00	0.00	0.00
gene29433	rna50914_gene29433	618.00	392.83	0.00	0.00	0.00
gene29434	rna50915_gene29434	307.00	89.91	0.00	0.00	0.00
gene29435	rna50916_gene29435	634.00	408.82	0.00	0.00	0.00
gene29436	rna50917_gene29436	1121.00	895.77	1000.86	121.41	80.27
gene29437	rna50918_gene29437	1965.00	1739.77	278.60	17.40	11.50
gene29438	rna50919_gene29438	5174.00	4948.77	610.36	13.40	8.86
gene29439	rna50920_gene29439	946.00	720.77	2.00	0.30	0.20
gene2944	rna4981_gene2944	3173.00	2947.77	468.62	17.27	11.42
gene29440	rna50921_gene29440,rna50922_gene29440	1694.10	1468.87	117.77	8.71	5.76
gene29441	rna50923_gene29441	1352.00	1126.77	1.32	0.13	0.08
gene29442	rna50924_gene29442	1389.00	1163.77	3.48	0.33	0.22
gene29443	rna50925_gene29443	965.00	739.77	19.10	2.81	1.85
gene29444	rna50926_gene29444	1451.00	1225.77	12.37	1.10	0.73
gene29445	rna50927_gene29445	1743.00	1517.77	1.00	0.07	0.05
gene29446	rna50928_gene29446,rna50929_gene29446,rna50930_gene29446,rna50931_gene29446,rna50932_gene29446	3945.75	3720.52	771.87	22.54	14.91
gene29447	rna50933_gene29447	1697.00	1471.77	130.00	9.60	6.35
gene29448	rna50934_gene29448,rna50935_gene29448,rna50936_gene29448	3786.70	3561.46	1952.75	59.58	39.39
gene29449	rna50937_gene29449	2191.00	1965.77	37.00	2.05	1.35
gene2945	rna4982_gene2945,rna4983_gene2945,rna4984_gene2945,rna4985_gene2945	1462.44	1237.21	194.10	17.05	11.27
gene29450	rna50938_gene29450,rna50939_gene29450,rna50940_gene29450,rna50941_gene29450,rna50942_gene29450,rna50943_gene29450,rna50944_gene29450,rna50945_gene29450,rna50946_gene29450	1484.42	1259.18	95.98	8.28	5.48
gene29451	rna50947_gene29451	2792.00	2566.77	10.32	0.44	0.29
gene29452	rna50948_gene29452	1479.00	1253.77	55.55	4.81	3.18
gene29453	rna50949_gene29453	1781.00	1555.77	8.00	0.56	0.37
gene29454	rna50950_gene29454	3900.00	3674.77	567.08	16.77	11.09
gene29455	rna50951_gene29455	1645.00	1419.77	530.70	40.62	26.86
gene29456	rna50952_gene29456	1520.00	1294.77	35.09	2.94	1.95
gene29457	rna50953_gene29457	1719.00	1493.77	38.08	2.77	1.83
gene29458	rna50954_gene29458,rna50955_gene29458	2385.00	2159.77	0.00	0.00	0.00
gene29459	rna50956_gene29459	4816.00	4590.77	28.00	0.66	0.44
gene2946	rna4986_gene2946	978.00	752.77	0.00	0.00	0.00
gene29460	rna50957_gene29460	2587.00	2361.77	39.00	1.79	1.19
gene29461	rna50958_gene29461,rna50959_gene29461	4527.00	4301.77	18.00	0.45	0.30
gene29462	rna50960_gene29462	748.00	522.78	0.00	0.00	0.00
gene29463	rna50961_gene29463	3129.00	2903.77	2.00	0.07	0.05
gene29464	rna50962_gene29464	840.00	614.77	19.02	3.36	2.22
gene29465	rna50963_gene29465	447.00	222.66	260.00	126.89	83.89
gene29466	rna50964_gene29466,rna50965_gene29466,rna50966_gene29466	2136.95	1911.71	90.92	5.17	3.42
gene29467	rna50967_gene29467	1016.00	790.77	6.53	0.90	0.59
gene29468	rna50968_gene29468	1946.00	1720.77	4.36	0.28	0.18
gene29469	rna50969_gene29469	816.00	590.77	0.00	0.00	0.00
gene2947	rna4987_gene2947	682.00	456.79	0.00	0.00	0.00
gene29470	rna50970_gene29470	2584.00	2358.77	3.00	0.14	0.09
gene29471	rna50971_gene29471,rna50972_gene29471	1472.00	1246.77	58.37	5.09	3.36
gene29472	rna50973_gene29472,rna50974_gene29472	1160.00	934.77	66.97	7.79	5.15
gene29473	rna50975_gene29473	529.00	304.01	0.00	0.00	0.00
gene29474	rna50976_gene29474,rna50977_gene29474,rna50978_gene29474	2955.63	2730.40	85.94	3.42	2.26
gene29475	rna50979_gene29475	936.00	710.77	0.00	0.00	0.00
gene29476	rna50980_gene29476	1877.00	1651.77	18.75	1.23	0.82
gene29477	rna50981_gene29477	1036.00	810.77	104.00	13.94	9.22
gene29478	rna50982_gene29478	2552.00	2326.77	75.76	3.54	2.34
gene29479	rna50983_gene29479,rna50984_gene29479,rna50985_gene29479	2175.53	1950.30	358.00	19.95	13.19
gene2948	rna4988_gene2948	991.00	765.77	0.83	0.12	0.08
gene29480	rna50986_gene29480	1097.00	871.77	1.00	0.12	0.08
gene29481	rna50987_gene29481	2419.00	2193.77	1.00	0.05	0.03
gene29482	rna50988_gene29482	725.00	499.78	1.00	0.22	0.14
gene29483	gene29483_gene29483	884.00	658.77	0.00	0.00	0.00
gene29484	rna50989_gene29484	1336.00	1110.77	3.00	0.29	0.19
gene29485	rna50990_gene29485	1016.00	790.77	2.00	0.27	0.18
gene29486	rna50991_gene29486	648.00	422.81	0.00	0.00	0.00
gene29487	rna50992_gene29487	951.00	725.77	0.00	0.00	0.00
gene29488	rna50993_gene29488	2567.00	2341.77	8.00	0.37	0.25
gene29489	rna50994_gene29489	731.00	505.78	0.00	0.00	0.00
gene2949	rna4989_gene2949,rna4990_gene2949	2168.15	1942.92	1948.75	108.99	72.06
gene29490	rna50995_gene29490	4391.00	4165.77	485.52	12.66	8.37
gene29491	rna50996_gene29491	176.00	4.34	0.00	0.00	0.00
gene29492	rna50997_gene29492	3982.00	3756.77	851.00	24.61	16.27
gene29493	rna50998_gene29493,rna50999_gene29493	3298.00	3072.77	1024.00	36.21	23.94
gene29494	rna51000_gene29494,rna51001_gene29494	2829.65	2604.42	1603.00	66.88	44.22
gene29495	rna51002_gene29495,rna51003_gene29495	3822.85	3597.62	416.00	12.56	8.31
gene29496	rna51004_gene29496	3941.00	3715.77	375.00	10.97	7.25
gene29497	rna51005_gene29497	1448.00	1222.77	0.00	0.00	0.00
gene29498	rna51006_gene29498,rna51007_gene29498,rna51008_gene29498,rna51009_gene29498,rna51010_gene29498	1672.00	1446.77	32.00	2.40	1.59
gene29499	rna51011_gene29499	1131.00	905.77	87.00	10.44	6.90
gene295	rna489_gene295	6156.00	5930.77	1.54	0.03	0.02
gene2950	rna4991_gene2950	2744.00	2518.77	0.00	0.00	0.00
gene29500	rna51012_gene29500	1456.00	1230.77	2.00	0.18	0.12
gene29501	rna51013_gene29501	4031.00	3805.77	530.00	15.13	10.01
gene29503	rna51015_gene29503,rna51016_gene29503,rna51017_gene29503,rna51018_gene29503,rna51019_gene29503	2454.00	2228.77	4.00	0.20	0.13
gene29504	rna51020_gene29504	776.00	550.78	0.00	0.00	0.00
gene29505	rna51021_gene29505	1031.00	805.77	15.00	2.02	1.34
gene29506	rna51022_gene29506	667.00	441.80	183.00	45.01	29.76
gene29507	rna51023_gene29507	774.00	548.78	4.00	0.79	0.52
gene29508	rna51024_gene29508	4810.00	4584.77	355.00	8.41	5.56
gene29509	rna51025_gene29509	2278.00	2052.77	413.98	21.91	14.49
gene2951	rna4992_gene2951,rna4993_gene2951,rna4994_gene2951	1331.00	1105.77	24.91	2.45	1.62
gene29510	rna51026_gene29510	1116.00	890.77	6.00	0.73	0.48
gene29511	gene29511_gene29511	2284.00	2058.77	224.35	11.84	7.83
gene29512	rna51027_gene29512	997.00	771.77	0.00	0.00	0.00
gene29513	rna51028_gene29513	1127.00	901.77	0.00	0.00	0.00
gene29514	rna51029_gene29514,rna51030_gene29514,rna51031_gene29514	1292.00	1066.77	0.00	0.00	0.00
gene29515	rna51032_gene29515	922.00	696.77	0.00	0.00	0.00
gene29516	rna51033_gene29516,rna51034_gene29516,rna51035_gene29516	3903.01	3677.78	2.46	0.07	0.05
gene29517	rna51036_gene29517	1169.00	943.77	9.00	1.04	0.69
gene29518	rna51037_gene29518	1952.00	1726.77	4.21	0.26	0.18
gene29519	rna51038_gene29519	815.00	589.77	0.00	0.00	0.00
gene2952	rna4995_gene2952	1599.00	1373.77	2888.01	228.44	151.03
gene29520	rna51039_gene29520,rna51040_gene29520,rna51041_gene29520,rna51042_gene29520,rna51043_gene29520	2290.14	2064.91	112.05	5.90	3.90
gene29521	rna51044_gene29521	585.00	359.87	2.00	0.60	0.40
gene29522	rna51045_gene29522	1619.00	1393.77	88.00	6.86	4.54
gene29523	rna51046_gene29523	669.00	443.80	0.00	0.00	0.00
gene29524	gene29524_gene29524	2284.00	2058.77	4.65	0.25	0.16
gene29525	rna51047_gene29525,rna51048_gene29525,rna51049_gene29525,rna51050_gene29525,rna51051_gene29525,rna51052_gene29525,rna51053_gene29525,rna51054_gene29525,rna51055_gene29525,rna51056_gene29525,rna51057_gene29525	2569.69	2344.46	33.26	1.54	1.02
gene29526	rna51058_gene29526,rna51059_gene29526	1874.00	1648.77	4.28	0.28	0.19
gene29527	rna51060_gene29527	961.00	735.77	0.00	0.00	0.00
gene29528	rna51061_gene29528	1853.00	1627.77	0.00	0.00	0.00
gene29529	rna51062_gene29529,rna51063_gene29529	1046.00	820.77	0.00	0.00	0.00
gene2953	rna4996_gene2953	795.00	569.77	0.00	0.00	0.00
gene29530	rna51064_gene29530	1077.00	851.77	5.02	0.64	0.42
gene29531	gene29531_gene29531	2146.00	1920.77	14.51	0.82	0.54
gene29532	rna51065_gene29532	995.00	769.77	2.00	0.28	0.19
gene29533	rna51066_gene29533,rna51067_gene29533	3876.01	3650.78	16.03	0.48	0.32
gene29534	rna51068_gene29534	1025.00	799.77	0.00	0.00	0.00
gene29535	rna51069_gene29535	410.00	186.38	4.00	2.33	1.54
gene29536	rna51070_gene29536,rna51071_gene29536	2108.00	1882.77	0.00	0.00	0.00
gene29537	rna51072_gene29537	901.00	675.77	0.00	0.00	0.00
gene29538	rna51073_gene29538	1111.00	885.77	1.05	0.13	0.08
gene29539	rna51074_gene29539	944.00	718.77	0.00	0.00	0.00
gene2954	rna4997_gene2954	1447.00	1221.77	0.00	0.00	0.00
gene29540	rna51075_gene29540	369.00	146.87	0.00	0.00	0.00
gene29541	rna51076_gene29541	1837.00	1611.77	141.26	9.52	6.30
gene29542	rna51077_gene29542	1102.00	876.77	0.00	0.00	0.00
gene29543	rna51078_gene29543	1771.00	1545.77	6.16	0.43	0.29
gene29544	rna51079_gene29544	762.00	536.78	0.00	0.00	0.00
gene29545	gene29545_gene29545	793.00	567.77	0.00	0.00	0.00
gene29546	rna51080_gene29546	1192.00	966.77	52.74	5.93	3.92
gene29547	rna51081_gene29547,rna51082_gene29547,rna51083_gene29547,rna51084_gene29547	2609.79	2384.56	581.37	26.49	17.52
gene29548	rna51085_gene29548	1871.00	1645.77	1.00	0.07	0.04
gene29549	rna51086_gene29549,rna51087_gene29549	1807.00	1581.77	37.07	2.55	1.68
gene2955	rna4998_gene2955	1086.00	860.77	0.00	0.00	0.00
gene29550	rna51088_gene29550	3357.00	3131.77	89.64	3.11	2.06
gene29551	rna51089_gene29551	1073.00	847.77	1.53	0.20	0.13
gene29552	rna51090_gene29552	348.00	127.09	0.00	0.00	0.00
gene29553	rna51091_gene29553	3482.00	3256.77	7.00	0.23	0.15
gene29554	rna51092_gene29554	1808.00	1582.77	0.00	0.00	0.00
gene29555	rna51093_gene29555	330.00	110.48	0.00	0.00	0.00
gene29556	rna51094_gene29556	729.00	503.78	0.00	0.00	0.00
gene29557	gene29557_gene29557	3362.00	3136.77	0.00	0.00	0.00
gene29558	rna51095_gene29558	2361.00	2135.77	0.00	0.00	0.00
gene29559	rna51096_gene29559	1899.00	1673.77	49.36	3.20	2.12
gene2956	rna4999_gene2956	1546.00	1320.77	453.24	37.29	24.65
gene29560	rna51097_gene29560	513.00	288.07	0.00	0.00	0.00
gene29561	rna51098_gene29561	1876.00	1650.77	8.00	0.53	0.35
gene29562	rna51099_gene29562,rna51100_gene29562	3642.00	3416.77	60.56	1.93	1.27
gene29563	rna51101_gene29563,rna51102_gene29563,rna51103_gene29563	4634.06	4408.83	195.96	4.83	3.19
gene29564	rna51104_gene29564	1804.00	1578.77	0.00	0.00	0.00
gene29565	rna51105_gene29565	935.00	709.77	80.42	12.31	8.14
gene29566	rna51106_gene29566,rna51107_gene29566	3266.00	3040.77	0.00	0.00	0.00
gene29567	rna51108_gene29567,rna51109_gene29567,rna51110_gene29567,rna51111_gene29567,rna51112_gene29567	2332.58	2107.35	289.03	14.90	9.85
gene29568	rna51113_gene29568,rna51114_gene29568	1805.44	1580.21	100.07	6.88	4.55
gene29569	rna51115_gene29569,rna51116_gene29569	1646.00	1420.77	2.00	0.15	0.10
gene2957	rna5000_gene2957,rna5001_gene2957,rna5002_gene2957,rna5003_gene2957,rna5004_gene2957,rna5005_gene2957,rna5006_gene2957,rna5007_gene2957,rna5008_gene2957,rna5009_gene2957	4046.92	3821.69	737.23	20.96	13.86
gene29570	gene29570_gene29570	2080.00	1854.77	127.00	7.44	4.92
gene29571	rna51117_gene29571,rna51118_gene29571	1857.00	1631.77	3.84	0.26	0.17
gene29572	rna51119_gene29572,rna51120_gene29572,rna51121_gene29572	1801.67	1576.43	0.00	0.00	0.00
gene29573	rna51122_gene29573	1849.00	1623.77	1.00	0.07	0.04
gene29574	rna51123_gene29574	1856.00	1630.77	1.00	0.07	0.04
gene29575	rna51124_gene29575,rna51125_gene29575,rna51126_gene29575,rna51127_gene29575	5352.24	5127.00	309.04	6.55	4.33
gene29576	rna51128_gene29576	856.00	630.77	1.00	0.17	0.11
gene29577	rna51129_gene29577,rna51130_gene29577,rna51131_gene29577,rna51132_gene29577	5125.88	4900.64	340.03	7.54	4.98
gene29578	rna51133_gene29578	1841.00	1615.77	295.83	19.90	13.15
gene29579	rna51134_gene29579	740.00	514.78	0.00	0.00	0.00
gene2958	rna5010_gene2958	2074.00	1848.77	22.66	1.33	0.88
gene29580	rna51135_gene29580	621.00	395.83	0.00	0.00	0.00
gene29581	rna51136_gene29581	361.00	139.29	2.03	1.58	1.05
gene29582	rna51137_gene29582,rna51138_gene29582	229.00	29.48	1.00	3.69	2.44
gene29583	rna51139_gene29583,rna51140_gene29583	966.00	740.77	0.00	0.00	0.00
gene29584	rna51141_gene29584,rna51142_gene29584	497.50	272.68	0.00	0.00	0.00
gene29585	rna51143_gene29585	2131.00	1905.77	3.00	0.17	0.11
gene29586	rna51144_gene29586	1841.00	1615.77	7.00	0.47	0.31
gene29587	rna51145_gene29587	713.00	487.79	2.00	0.45	0.29
gene29588	rna51146_gene29588,rna51147_gene29588,rna51148_gene29588,rna51149_gene29588	2601.11	2375.88	22.96	1.05	0.69
gene29589	rna51150_gene29589	1680.00	1454.77	12.17	0.91	0.60
gene2959	rna5011_gene2959	2105.00	1879.77	79.60	4.60	3.04
gene29590	rna51151_gene29590,rna51152_gene29590,rna51153_gene29590	1919.84	1694.61	267.09	17.13	11.32
gene29591	rna51154_gene29591	2025.00	1799.77	5.00	0.30	0.20
gene29592	rna51155_gene29592,rna51156_gene29592	2376.00	2150.77	23.51	1.19	0.79
gene29593	rna51157_gene29593	574.00	348.89	66.99	20.86	13.79
gene29594	rna51158_gene29594,rna51159_gene29594	2389.00	2163.77	25.57	1.28	0.85
gene29595	rna51160_gene29595	416.00	192.23	0.00	0.00	0.00
gene29596	rna51161_gene29596	599.00	373.85	0.00	0.00	0.00
gene29597	rna51162_gene29597	431.00	206.92	0.00	0.00	0.00
gene29598	rna51163_gene29598	2142.00	1916.77	32.19	1.82	1.21
gene29599	rna51164_gene29599,rna51165_gene29599,rna51166_gene29599	755.00	529.78	33.32	6.83	4.52
gene296	rna490_gene296	326.00	106.85	0.00	0.00	0.00
gene2960	rna5012_gene2960	2903.00	2677.77	70.38	2.86	1.89
gene29600	rna51167_gene29600	1424.00	1198.77	0.00	0.00	0.00
gene29601	rna51168_gene29601	673.00	447.80	2.02	0.49	0.32
gene29602	rna51169_gene29602	983.00	757.77	0.00	0.00	0.00
gene29603	rna51170_gene29603	3123.00	2897.77	13.31	0.50	0.33
gene29604	rna51171_gene29604	950.00	724.77	0.00	0.00	0.00
gene29605	rna51172_gene29605	756.00	530.78	22.49	4.60	3.04
gene29606	rna51173_gene29606	998.00	772.77	3.60	0.51	0.33
gene29607	rna51174_gene29607	1753.00	1527.77	381.71	27.15	17.95
gene29608	rna51175_gene29608	4046.00	3820.77	106.78	3.04	2.01
gene29609	rna51176_gene29609	1439.00	1213.77	41.66	3.73	2.47
gene2961	rna5013_gene2961	6968.00	6742.77	246.95	3.98	2.63
gene29610	rna51177_gene29610	2871.00	2645.77	0.00	0.00	0.00
gene29611	rna51178_gene29611	1957.00	1731.77	85.08	5.34	3.53
gene29612	rna51179_gene29612,rna51180_gene29612	4150.00	3924.77	198.17	5.49	3.63
gene29613	rna51181_gene29613	3744.00	3518.77	146.89	4.54	3.00
gene29614	rna51182_gene29614	6436.00	6210.77	80.92	1.42	0.94
gene29615	rna51183_gene29615	643.00	417.81	472.61	122.92	81.27
gene29616	rna51184_gene29616,rna51185_gene29616,rna51186_gene29616,rna51187_gene29616,rna51188_gene29616	2739.45	2514.21	530.08	22.91	15.15
gene29617	rna51189_gene29617	1891.00	1665.77	4.00	0.26	0.17
gene29618	rna51190_gene29618	657.00	431.80	0.00	0.00	0.00
gene29619	rna51191_gene29619	686.00	460.79	0.00	0.00	0.00
gene2962	rna5014_gene2962	664.00	438.80	0.00	0.00	0.00
gene29620	rna51192_gene29620	233.00	32.06	0.00	0.00	0.00
gene29621	rna51193_gene29621	3075.00	2849.77	23.65	0.90	0.60
gene29622	rna51194_gene29622	1083.00	857.77	3.00	0.38	0.25
gene29623	rna51195_gene29623	2035.00	1809.77	2.46	0.15	0.10
gene29624	rna51196_gene29624	3418.00	3192.77	0.00	0.00	0.00
gene29625	rna51197_gene29625	2230.00	2004.77	9.00	0.49	0.32
gene29626	rna51198_gene29626,rna51199_gene29626	1793.00	1567.77	29.41	2.04	1.35
gene29627	rna51200_gene29627,rna51201_gene29627	1332.00	1106.77	0.00	0.00	0.00
gene29628	rna51202_gene29628	1044.00	818.77	1.00	0.13	0.09
gene29629	rna51203_gene29629	2778.00	2552.77	837.59	35.65	23.57
gene2963	rna5015_gene2963,rna5016_gene2963,rna5017_gene2963,rna5018_gene2963	1194.50	969.27	0.00	0.00	0.00
gene29630	rna51204_gene29630,rna51205_gene29630,rna51206_gene29630,rna51207_gene29630	1919.85	1694.62	187.46	12.02	7.95
gene29631	rna51208_gene29631,rna51209_gene29631	2546.00	2320.77	1.00	0.05	0.03
gene29632	rna51210_gene29632	3684.00	3458.77	0.00	0.00	0.00
gene29633	rna51211_gene29633,rna51212_gene29633	1292.00	1066.77	0.00	0.00	0.00
gene29634	rna51213_gene29634	1167.00	941.77	2.00	0.23	0.15
gene29635	rna51214_gene29635,rna51215_gene29635	3192.50	2967.27	0.00	0.00	0.00
gene29636	rna51216_gene29636	3585.00	3359.77	0.00	0.00	0.00
gene29637	rna51217_gene29637	2166.00	1940.77	0.00	0.00	0.00
gene29638	rna51218_gene29638,rna51219_gene29638	2737.50	2512.27	0.00	0.00	0.00
gene29639	rna51220_gene29639	714.00	488.79	40.85	9.08	6.01
gene2964	rna5019_gene2964,rna5020_gene2964,rna5021_gene2964	2690.00	2464.77	0.00	0.00	0.00
gene29640	rna51221_gene29640,rna51222_gene29640	3582.00	3356.77	158.00	5.11	3.38
gene29641	gene29641_gene29641	782.00	556.78	0.00	0.00	0.00
gene29642	rna51223_gene29642	288.00	73.61	0.00	0.00	0.00
gene29643	rna51224_gene29643	2193.00	1967.77	23.00	1.27	0.84
gene29644	rna51225_gene29644,rna51226_gene29644	2212.00	1986.77	0.00	0.00	0.00
gene29645	rna51227_gene29645	2315.00	2089.77	1.00	0.05	0.03
gene29646	rna51228_gene29646,rna51229_gene29646	1495.00	1269.77	16.00	1.37	0.91
gene29647	rna51230_gene29647	1832.00	1606.77	10.74	0.73	0.48
gene29648	rna51231_gene29648	1238.00	1012.77	0.00	0.00	0.00
gene29649	rna51232_gene29649,rna51233_gene29649	3350.00	3124.77	26.99	0.94	0.62
gene2965	rna5022_gene2965	4988.00	4762.77	492.19	11.23	7.42
gene29650	rna51234_gene29650	858.00	632.77	2.00	0.34	0.23
gene29651	rna51235_gene29651	2703.00	2477.77	245.00	10.74	7.10
gene29652	rna51236_gene29652	2499.00	2273.77	46.00	2.20	1.45
gene29653	rna51237_gene29653	1411.00	1185.77	1.00	0.09	0.06
gene29654	rna51238_gene29654	1689.00	1463.77	3.00	0.22	0.15
gene29655	rna51239_gene29655	1089.00	863.77	10.00	1.26	0.83
gene29656	rna51240_gene29656,rna51241_gene29656	4692.03	4466.80	655.00	15.93	10.54
gene29657	rna51242_gene29657	1122.00	896.77	135.00	16.36	10.82
gene29658	rna51243_gene29658	1757.00	1531.77	167.00	11.85	7.83
gene29659	rna51244_gene29659	3331.00	3105.77	0.00	0.00	0.00
gene2966	rna5023_gene2966,rna5024_gene2966,rna5025_gene2966	7226.94	7001.71	415.93	6.46	4.27
gene29660	rna51245_gene29660	5947.00	5721.77	344.26	6.54	4.32
gene29661	rna51246_gene29661,rna51247_gene29661,rna51248_gene29661,rna51249_gene29661	2590.25	2365.01	184.63	8.48	5.61
gene29662	rna51250_gene29662	1790.00	1564.77	0.00	0.00	0.00
gene29663	rna51251_gene29663,rna51252_gene29663	1970.36	1745.13	64.93	4.04	2.67
gene29664	rna51253_gene29664	4530.00	4304.77	299.36	7.56	5.00
gene29665	rna51254_gene29665	1491.00	1265.77	1.47	0.13	0.08
gene29666	rna51255_gene29666	1937.00	1711.77	6.41	0.41	0.27
gene29667	rna51256_gene29667	357.00	135.52	0.00	0.00	0.00
gene29668	rna51257_gene29668	1351.00	1125.77	192.92	18.62	12.31
gene29669	gene29669_gene29669	3553.00	3327.77	2.00	0.07	0.04
gene2967	rna5026_gene2967	2655.00	2429.77	41.47	1.85	1.23
gene29670	rna51258_gene29670	407.00	183.46	1.00	0.59	0.39
gene29671	rna51259_gene29671	708.00	482.79	0.00	0.00	0.00
gene29672	rna51260_gene29672	284.00	70.28	0.00	0.00	0.00
gene29673	rna51261_gene29673	501.00	276.14	0.00	0.00	0.00
gene29674	rna51262_gene29674	1876.00	1650.77	9.23	0.61	0.40
gene29675	rna51263_gene29675	2088.00	1862.77	7.00	0.41	0.27
gene29676	rna51264_gene29676	1957.00	1731.77	19.00	1.19	0.79
gene29677	gene29677_gene29677	3323.00	3097.77	50.43	1.77	1.17
gene29678	rna51265_gene29678,rna51266_gene29678,rna51267_gene29678	2136.00	1910.77	6.00	0.34	0.23
gene29679	rna51268_gene29679,rna51269_gene29679	1939.66	1714.43	26.62	1.69	1.12
gene2968	rna5027_gene2968,rna5028_gene2968	1751.00	1525.77	70.00	4.99	3.30
gene29680	rna51270_gene29680	1900.00	1674.77	145.00	9.41	6.22
gene29681	rna51271_gene29681	3117.00	2891.77	12.00	0.45	0.30
gene29682	rna51272_gene29682	1222.00	996.77	0.00	0.00	0.00
gene29683	rna51273_gene29683	1661.00	1435.77	102.93	7.79	5.15
gene29684	rna51274_gene29684	4057.00	3831.77	138.63	3.93	2.60
gene29685	rna51275_gene29685	1807.00	1581.77	81.00	5.56	3.68
gene29686	gene29686_gene29686	3447.00	3221.77	21.20	0.71	0.47
gene29687	rna51276_gene29687	2011.00	1785.77	0.00	0.00	0.00
gene29688	gene29688_gene29688	4145.00	3919.77	43.26	1.20	0.79
gene29689	rna51277_gene29689,rna51278_gene29689,rna51279_gene29689,rna51280_gene29689,rna51281_gene29689	1885.44	1660.21	32.07	2.10	1.39
gene2969	rna5029_gene2969	4037.00	3811.77	242.07	6.90	4.56
gene29690	rna51282_gene29690	453.00	228.57	0.00	0.00	0.00
gene29691	rna51283_gene29691	1851.00	1625.77	2.00	0.13	0.09
gene29692	rna51284_gene29692	218.00	22.82	0.00	0.00	0.00
gene29693	rna51285_gene29693	1935.00	1709.77	0.00	0.00	0.00
gene29694	gene29694_gene29694	481.00	256.28	0.00	0.00	0.00
gene29695	rna51286_gene29695	546.00	320.95	0.00	0.00	0.00
gene29696	rna51287_gene29696,rna51288_gene29696	3655.00	3429.77	57.31	1.82	1.20
gene29697	rna51289_gene29697,rna51290_gene29697,rna51291_gene29697	3716.46	3491.23	202.04	6.29	4.16
gene29698	rna51292_gene29698	1568.00	1342.77	1.00	0.08	0.05
gene29699	rna51293_gene29699	1616.00	1390.77	517.58	40.44	26.74
gene297	rna491_gene297	2274.00	2048.77	0.46	0.02	0.02
gene2970	rna5030_gene2970,rna5031_gene2970	4363.77	4138.54	315.59	8.29	5.48
gene29700	rna51294_gene29700,rna51295_gene29700	2862.00	2636.77	6.00	0.25	0.16
gene29701	rna51296_gene29701,rna51297_gene29701	2338.00	2112.77	156.97	8.07	5.34
gene29702	rna51298_gene29702	1893.00	1667.77	39.35	2.56	1.70
gene29703	rna51299_gene29703	556.00	330.92	0.00	0.00	0.00
gene29704	rna51300_gene29704	1897.00	1671.77	2.00	0.13	0.09
gene29705	rna51301_gene29705	1253.00	1027.77	10.81	1.14	0.76
gene29706	rna51302_gene29706	3504.00	3278.77	40.69	1.35	0.89
gene29707	rna51303_gene29707	1894.00	1668.77	28.16	1.83	1.21
gene29708	rna51304_gene29708	595.00	369.85	0.00	0.00	0.00
gene29709	rna51305_gene29709	1325.00	1099.77	124.00	12.25	8.10
gene2971	rna5032_gene2971	784.00	558.78	39.00	7.58	5.01
gene29710	rna51306_gene29710	1834.00	1608.77	53.89	3.64	2.41
gene29711	rna51307_gene29711,rna51308_gene29711,rna51309_gene29711,rna51310_gene29711	5092.52	4867.29	184.15	4.11	2.72
gene29712	rna51311_gene29712	956.00	730.77	0.00	0.00	0.00
gene29713	rna51312_gene29713,rna51313_gene29713,rna51314_gene29713,rna51315_gene29713	4661.57	4436.34	397.97	9.75	6.44
gene29714	rna51316_gene29714	1835.00	1609.77	67.17	4.53	3.00
gene29715	rna51317_gene29715	1776.00	1550.77	0.00	0.00	0.00
gene29716	rna51318_gene29716	1218.00	992.77	1.00	0.11	0.07
gene29717	rna51319_gene29717	504.00	279.12	9.97	3.88	2.57
gene29718	rna51320_gene29718,rna51321_gene29718,rna51322_gene29718	1828.00	1602.77	0.00	0.00	0.00
gene29719	rna51323_gene29719,rna51324_gene29719	1664.00	1438.77	0.00	0.00	0.00
gene2972	rna5033_gene2972,rna5034_gene2972	1953.00	1727.77	0.00	0.00	0.00
gene29720	rna51325_gene29720	1216.00	990.77	3.00	0.33	0.22
gene29721	rna51326_gene29721	654.00	428.81	1.00	0.25	0.17
gene29722	rna51327_gene29722	736.00	510.78	0.00	0.00	0.00
gene29723	rna51328_gene29723	789.00	563.77	3.87	0.75	0.49
gene29724	rna51329_gene29724	1658.00	1432.77	6.00	0.46	0.30
gene29725	rna51330_gene29725,rna51331_gene29725,rna51332_gene29725	1775.14	1549.91	129.91	9.11	6.02
gene29726	rna51333_gene29726,rna51334_gene29726	3096.43	2871.20	20.49	0.78	0.51
gene29727	rna51335_gene29727	574.00	348.89	74.01	23.05	15.24
gene29728	rna51336_gene29728	595.00	369.85	0.00	0.00	0.00
