"gene_id"	"InterproScan.GO.ID"
"LOC111118187"	"unknown"
"LOC111118188"	"GO:0016021"
"LOC111118191"	"GO:0004806;GO:0016042;GO:0046486"
"LOC111118192"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118193"	"unknown"
"LOC111118190"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118194"	"GO:0005515"
"LOC111118196"	"GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"LOC111118197"	"GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"LOC111118198"	"unknown"
"LOC111118199"	"unknown"
"LOC111118201"	"GO:0003857;GO:0006550;GO:0006552;GO:0006554;GO:0006568;GO:0006574;GO:0006633;GO:0018874;GO:0055114;GO:0070403"
"LOC111118202"	"unknown"
"LOC111118203"	"GO:0003676"
"LOC111118200"	"unknown"
"LOC111118205"	"GO:0005525"
"LOC111118206"	"GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"LOC111118207"	"unknown"
"LOC111118208"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118209"	"GO:0005515"
"LOC111118210"	"GO:0006281;GO:0008413"
"LOC111118212"	"unknown"
"LOC111118213"	"unknown"
"LOC111118211"	"unknown"
"LOC111118215"	"unknown"
"LOC111118216"	"GO:0003676;GO:0005515;GO:0035278"
"LOC111118217"	"GO:0006974;GO:0008283"
"LOC111118218"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118219"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118220"	"GO:0006486;GO:0008378;GO:0016020"
"LOC111118222"	"GO:0006486;GO:0008378;GO:0016020"
"LOC111118223"	"GO:0004602;GO:0006749;GO:0006804;GO:0006979;GO:0055114"
"LOC111118224"	"GO:0004792"
"LOC111118221"	"unknown"
"LOC111118225"	"unknown"
"LOC111118226"	"unknown"
"LOC111118227"	"unknown"
"LOC111118228"	"GO:0004983;GO:0007187;GO:0007268;GO:0016021"
"LOC111118229"	"GO:0004930;GO:0007166;GO:0007186;GO:0016021"
"LOC111118231"	"GO:0005515;GO:0007165;GO:0042981"
"LOC111118232"	"GO:0006118;GO:0006662;GO:0015035;GO:0045454"
"LOC111118230"	"GO:0005515"
"LOC111118234"	"GO:0005515"
"LOC111118235"	"GO:0005509;GO:0005886;GO:0007156"
"LOC111118236"	"GO:0005509;GO:0005886;GO:0007156"
"LOC111118237"	"GO:0004930;GO:0007166;GO:0007186;GO:0016021"
"LOC111118238"	"GO:0004930;GO:0007166;GO:0007186;GO:0016021"
"LOC111118240"	"GO:0015095;GO:0015693;GO:0016021"
"LOC111118241"	"GO:0003677;GO:0006284;GO:0016787;GO:0051539"
"LOC111118239"	"GO:0003677;GO:0003700;GO:0005667;GO:0006355;GO:0006355"
"LOC111118242"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118243"	"unknown"
"LOC111118244"	"GO:0005515"
"LOC111118245"	"GO:0030514;GO:0045596"
"LOC111118246"	"GO:0004930;GO:0007166;GO:0007186;GO:0016021"
"LOC111118247"	"GO:0045454;GO:0051920;GO:0055114"
"LOC111118248"	"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"LOC111118249"	"GO:0016746"
"LOC111118250"	"GO:0070403"
"LOC111118251"	"unknown"
"LOC111118252"	"unknown"
"LOC111118253"	"unknown"
"LOC111118254"	"unknown"
"LOC111118255"	"GO:0016192;GO:0035658"
"LOC111118256"	"unknown"
"LOC111118257"	"GO:0003924;GO:0005525"
"LOC111118258"	"GO:0005515"
"LOC111118259"	"GO:0005506;GO:0016705;GO:0031418;GO:0055114"
"LOC111118260"	"GO:0005515"
"LOC111118261"	"unknown"
"LOC111118262"	"GO:0005524"
"LOC111118263"	"GO:0004127;GO:0005524;GO:0006207;GO:0006221;GO:0009041"
"LOC111118264"	"GO:0005525"
"LOC111118267"	"unknown"
"LOC111118268"	"unknown"
"LOC111118269"	"GO:0003676"
"LOC111118270"	"GO:0003676"
"LOC111118271"	"GO:0004842;GO:0005515;GO:0008270;GO:0016567"
"LOC111118272"	"GO:0051726"
"LOC111118273"	"unknown"
"LOC111118275"	"unknown"
"LOC111118277"	"unknown"
"LOC111118278"	"unknown"
"LOC111118279"	"GO:0050829;GO:0050830"
"LOC111118280"	"GO:0006486;GO:0008417;GO:0016020"
"LOC111118281"	"GO:0005515"
"LOC111118282"	"GO:0005515;GO:0035556"
"LOC111118283"	"unknown"
"LOC111118284"	"GO:0004621;GO:0005576;GO:0009395"
"LOC111118285"	"GO:0004621;GO:0005576;GO:0009395"
"LOC111118286"	"GO:0004621;GO:0005576;GO:0009395"
"LOC111118287"	"unknown"
"LOC111118288"	"GO:0004197;GO:0006508"
"LOC111118290"	"GO:0004197;GO:0006508"
"LOC111118291"	"GO:0003677;GO:0003899;GO:0005666;GO:0005730;GO:0006144;GO:0006206;GO:0006383"
"LOC111118292"	"unknown"
"LOC111118293"	"GO:0008375;GO:0016020;GO:0030158;GO:0030206"
"LOC111118295"	"unknown"
"LOC111118296"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118298"	"unknown"
"LOC111118300"	"GO:0000123;GO:0000786;GO:0003677;GO:0004402;GO:0006334;GO:0006355;GO:0008270;GO:0016573;GO:0042967;GO:0140110"
"LOC111118301"	"GO:0050829;GO:0050830"
"LOC111118302"	"GO:0005515;GO:0007015"
"LOC111118274"	"GO:0003723;GO:0005634;GO:0005737;GO:0006397"
"LOC111118303"	"GO:0005096;GO:0005515;GO:0043547"
"LOC111118304"	"GO:0003723"
"LOC111118306"	"unknown"
"LOC111118307"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118308"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118309"	"GO:0000786;GO:0003677;GO:0046982"
"LOC111118310"	"GO:0042981"
"LOC111118311"	"GO:0004983;GO:0007187;GO:0007268;GO:0016021"
"LOC111118313"	"unknown"
"LOC111118314"	"GO:0005452;GO:0006821;GO:0015701;GO:0016021"
"LOC111118312"	"GO:0016021;GO:0055085"
"LOC111118315"	"unknown"
"LOC111118317"	"unknown"
"LOC111118316"	"unknown"
"LOC111118318"	"GO:0003676"
"LOC111118319"	"unknown"
"LOC111118320"	"unknown"
"LOC111118321"	"GO:0000786;GO:0003677;GO:0046982"
"LOC111118323"	"GO:0044249"
"LOC111118324"	"GO:0097367;GO:1901135"
"LOC111118326"	"GO:0004888;GO:0007165;GO:0016021;GO:0022848;GO:0034220;GO:0045211"
"LOC111118327"	"GO:0005515"
"LOC111118328"	"unknown"
"LOC111118325"	"GO:0015232;GO:0015886"
"LOC111118329"	"GO:0004129;GO:0005740;GO:0006123;GO:0045277;GO:1902600"
"LOC111118330"	"GO:0001682;GO:0004526;GO:0030677;GO:0051252"
"LOC111118331"	"unknown"
"LOC111118332"	"GO:0006486;GO:0008378;GO:0016020"
"LOC111118333"	"GO:0008270;GO:0009056;GO:0016788"
"LOC111118334"	"unknown"
"LOC111118335"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118336"	"unknown"
"LOC111118337"	"GO:0016021"
"LOC111118338"	"unknown"
"LOC111118339"	"unknown"
"LOC111118340"	"GO:0001731;GO:0003743;GO:0005515;GO:0005840;GO:0006446"
"LOC111118342"	"GO:0044599"
"LOC111118341"	"unknown"
"LOC111118345"	"unknown"
"LOC111118346"	"unknown"
"LOC111118348"	"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"LOC111118349"	"GO:0050829;GO:0050830"
"LOC111118350"	"unknown"
"LOC111118351"	"unknown"
"LOC111118354"	"unknown"
"LOC111118356"	"GO:0003676;GO:0008270"
"LOC111118357"	"GO:0004663;GO:0005515;GO:0005968;GO:0008270;GO:0018342;GO:0018344"
"LOC111118358"	"GO:0009263;GO:0016491;GO:0055114"
"LOC111118360"	"GO:0003700;GO:0005634;GO:0005667;GO:0006355;GO:0006355;GO:0008270"
"LOC111118362"	"GO:0003723;GO:0006400"
"LOC111118359"	"GO:0005524;GO:0005657;GO:0031011;GO:0035267;GO:0043141;GO:0097255"
"LOC111118363"	"unknown"
"LOC111118365"	"GO:0008270"
"LOC111118366"	"GO:0006281;GO:0051382"
"LOC111118367"	"GO:0003723;GO:0005634;GO:0006397"
"LOC111118368"	"unknown"
"LOC111118369"	"GO:0003676"
"LOC111118370"	"GO:0004888;GO:0005230;GO:0007165;GO:0016021;GO:0034220"
"LOC111118372"	"unknown"
"LOC111118373"	"GO:0005515"
"LOC111118371"	"unknown"
"LOC111118374"	"unknown"
"LOC111118375"	"GO:0003676"
"LOC111118376"	"unknown"
"LOC111118377"	"GO:0005975;GO:0008061"
"LOC111118378"	"GO:0005509"
"LOC111118379"	"GO:0005509"
"LOC111118380"	"GO:0005085;GO:0043087"
"LOC111118381"	"GO:0008612;GO:0019135"
"LOC111118382"	"GO:0005515;GO:0008180"
"LOC111118383"	"GO:0005515"
"LOC111118384"	"GO:0045454"
"LOC111118385"	"GO:0005515"
"LOC111118386"	"GO:0005515"
"LOC111118387"	"unknown"
"LOC111118389"	"GO:0005794;GO:0016020;GO:0016192"
"LOC111118390"	"unknown"
"LOC111118391"	"unknown"
"LOC111118392"	"unknown"
"LOC111118393"	"GO:0005515"
"LOC111118394"	"unknown"
"LOC111118395"	"unknown"
"LOC111118396"	"unknown"
"LOC111118397"	"GO:0007165;GO:0008083;GO:0008283;GO:0040007"
"LOC111118398"	"GO:0007165;GO:0008083;GO:0008283;GO:0040007"
"LOC111118399"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118401"	"unknown"
"LOC111118402"	"unknown"
"LOC111118404"	"GO:0005758"
"LOC111118405"	"GO:0004888;GO:0007165;GO:0016021;GO:0022848;GO:0034220;GO:0045211"
"LOC111118406"	"GO:0006355;GO:0043189"
"LOC111118407"	"GO:0003774;GO:0003779;GO:0005524;GO:0007605;GO:0016459"
"LOC111118408"	"unknown"
"LOC111118410"	"GO:0004197;GO:0006508"
"LOC111118411"	"GO:0004197;GO:0006508"
"LOC111118412"	"GO:0016020;GO:0022857;GO:0055085"
"LOC111118413"	"GO:0005673;GO:0006367"
"LOC111118415"	"GO:0042981"
"LOC111118416"	"GO:0006355;GO:0043565"
"LOC111118417"	"GO:0005515"
"LOC111118418"	"GO:0005515"
"LOC111118400"	"unknown"
"LOC111118421"	"GO:0004983;GO:0007187;GO:0007268;GO:0016021"
"LOC111118420"	"GO:0005515"
"LOC111118422"	"GO:0006886;GO:0016192"
"LOC111118424"	"GO:0004888;GO:0007165;GO:0016021;GO:0022848;GO:0034220;GO:0045211"
"LOC111118425"	"unknown"
"LOC111118426"	"unknown"
"LOC111118427"	"GO:0004957;GO:0007187;GO:0016021"
"LOC111118429"	"GO:0016747"
"LOC111118430"	"unknown"
"LOC111118428"	"unknown"
"LOC111118431"	"GO:0005634;GO:0051726"
"LOC111118432"	"unknown"
"LOC111118433"	"GO:0004843;GO:0016579"
"LOC111118434"	"GO:0005634;GO:0006281"
"LOC111118435"	"GO:0003924;GO:0005525;GO:0005622;GO:0007264"
"LOC111118436"	"unknown"
"LOC111118437"	"GO:0008289"
"LOC111118438"	"GO:0006886;GO:0016192;GO:0030117;GO:0030276"
"LOC111118439"	"unknown"
"LOC111118441"	"unknown"
"LOC111118440"	"GO:0005515"
"LOC111118442"	"GO:0005515;GO:0006396"
"LOC111118443"	"GO:0005515;GO:0007165"
"LOC111118444"	"GO:0005634;GO:0051726"
"LOC111118445"	"GO:0007187;GO:0007631;GO:0016021;GO:0016499"
"LOC111118446"	"GO:0005515"
"LOC111118449"	"GO:0016021"
"LOC111118447"	"GO:0005509"
"LOC111118450"	"unknown"
"LOC111118451"	"GO:0005044;GO:0006508;GO:0006955;GO:0007165;GO:0008234;GO:0030247"
"LOC111118452"	"GO:0005515"
"LOC111118453"	"GO:0005515"
"LOC111118456"	"GO:0005515;GO:0006629;GO:0016627"
"LOC111118457"	"unknown"
"LOC111118458"	"GO:0008270"
"LOC111118459"	"GO:0005525"
"LOC111118461"	"GO:0016971;GO:0055114"
"LOC111118462"	"unknown"
"LOC111118463"	"GO:0005515"
"LOC111118464"	"GO:0005515"
"LOC111118465"	"unknown"
"LOC111118466"	"GO:0016491;GO:0055114"
"LOC111118467"	"GO:0001614;GO:0005216;GO:0005524;GO:0006811;GO:0007165;GO:0016020"
"LOC111118468"	"GO:0005515"
"LOC111118470"	"unknown"
"LOC111118471"	"GO:0004335;GO:0005524;GO:0005534;GO:0005737;GO:0006012;GO:0046835"
"LOC111118472"	"GO:0005515;GO:0006211;GO:0070579;GO:0080111"
"LOC111118473"	"GO:0016747"
"LOC111118474"	"GO:0016021"
"LOC111118475"	"GO:0016021"
"LOC111118477"	"GO:0016021"
"LOC111118478"	"GO:0004983;GO:0007187;GO:0007268;GO:0016021"
"LOC111118479"	"GO:0005634;GO:0051726"
"LOC111118476"	"GO:0003676;GO:0008270"
"LOC111118480"	"unknown"
"LOC111118482"	"GO:0005515"
"LOC111118483"	"GO:0005737"
"LOC111118485"	"GO:0003677;GO:0003707;GO:0004879;GO:0005634;GO:0006355;GO:0007165"
"LOC111118486"	"GO:0004983;GO:0007187;GO:0007268;GO:0016021"
"LOC111118487"	"GO:0005506;GO:0016705;GO:0031418;GO:0055114"
"LOC111118488"	"unknown"
"LOC111118489"	"GO:0003700;GO:0005667;GO:0006355;GO:0006357"
"LOC111118490"	"unknown"
"LOC111118491"	"unknown"
"LOC111118492"	"GO:0004222;GO:0006508"
"LOC111118493"	"GO:0003677;GO:0006355"
"LOC111118495"	"unknown"
"LOC111118496"	"GO:0000786;GO:0003677;GO:0005634;GO:0046982"
"LOC111118497"	"GO:0004674;GO:0005524;GO:0006468;GO:0009069"
"LOC111118494"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118469"	"unknown"
"LOC111118499"	"unknown"
"LOC111118500"	"GO:0005515"
"LOC111118501"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118502"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118503"	"GO:0006118;GO:0006662;GO:0015035;GO:0045454"
"LOC111118504"	"GO:0046872;GO:0061630"
"LOC111118506"	"GO:0016746"
"LOC111118507"	"unknown"
"LOC111118508"	"unknown"
"LOC111118509"	"GO:0036297;GO:0043240"
"LOC111118510"	"GO:0003723;GO:0003735;GO:0006412;GO:0015935;GO:0042254"
"LOC111118511"	"GO:0045739;GO:0070531;GO:0070552"
"LOC111118512"	"GO:0005634;GO:0006915"
"LOC111118513"	"unknown"
"LOC111118514"	"unknown"
"LOC111118515"	"unknown"
"LOC111118516"	"unknown"
"LOC111118517"	"unknown"
"LOC111118519"	"GO:0005509"
"LOC111118520"	"unknown"
"LOC111118521"	"GO:0008270"
"LOC111118522"	"GO:0000786;GO:0003677;GO:0005634;GO:0006334"
"LOC111118523"	"GO:0000786;GO:0003677;GO:0005634;GO:0006334"
"LOC111118524"	"GO:0000786;GO:0003677;GO:0005634;GO:0006334"
"LOC111118526"	"GO:0000786;GO:0003677;GO:0005634;GO:0006334"
"LOC111118527"	"GO:0000786;GO:0003677;GO:0005634;GO:0046982"
"LOC111118529"	"GO:0000786;GO:0003677;GO:0046982"
"LOC111118530"	"GO:0000786;GO:0003677;GO:0046982"
"LOC111118531"	"GO:0000786;GO:0003677;GO:0046982"
"LOC111118535"	"GO:0000786;GO:0003677;GO:0005634;GO:0046982"
"LOC111118532"	"unknown"
"LOC111118536"	"GO:0000786;GO:0003677;GO:0005634;GO:0046982"
"LOC111118537"	"GO:0000786;GO:0003677;GO:0005634;GO:0006352;GO:0046982"
"LOC111118538"	"unknown"
"LOC111118539"	"GO:0003723;GO:0005634;GO:0006397"
"LOC111118540"	"GO:0003735;GO:0006412;GO:0015935;GO:0042254"
"LOC111118541"	"GO:0006528;GO:0008418"
"LOC111118542"	"GO:0005515;GO:0005815;GO:0034453"
"LOC111118543"	"GO:0005515"
"LOC111118544"	"GO:0005216;GO:0005515;GO:0016021;GO:0034220"
"LOC111118545"	"unknown"
"LOC111118546"	"GO:0008253;GO:0009264"
"LOC111118547"	"GO:0004672;GO:0005524;GO:0006468"
"LOC111118548"	"GO:0006118;GO:0009055;GO:0015035;GO:0035556;GO:0045454"
"LOC111118549"	"GO:0003924;GO:0005525"
"LOC111118550"	"GO:0044599"
"LOC111118551"	"GO:0008270"
"LOC111118552"	"GO:0022857"
"LOC111118553"	"GO:0005509"
"LOC111118555"	"unknown"
"LOC111118556"	"unknown"
"LOC111118554"	"unknown"
"LOC111118557"	"GO:0004672;GO:0005515;GO:0005524;GO:0006468"
"LOC111118558"	"GO:0005249;GO:0006813;GO:0008076;GO:0055085;GO:0060072"
"LOC111118560"	"GO:0016021"
"LOC111118562"	"GO:0004983;GO:0007187;GO:0007268;GO:0016021"
"LOC111118563"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118566"	"GO:0005509;GO:0016020"
"LOC111118567"	"GO:0022857;GO:0055085"
"LOC111118568"	"GO:0005509;GO:0005515;GO:0016020"
"LOC111118564"	"GO:0016020"
"LOC111118569"	"GO:0006000;GO:0006013;GO:0009045"
"LOC111118573"	"unknown"
"LOC111118574"	"GO:0007219;GO:0007275;GO:0016021"
"LOC111118575"	"GO:0008270"
"LOC111118576"	"GO:0004725;GO:0005515;GO:0005856;GO:0006470;GO:0006570;GO:0070830"
"LOC111118577"	"GO:0006486;GO:0008378;GO:0016020"
"LOC111118579"	"unknown"
"LOC111118580"	"GO:0035198;GO:0046872"
"LOC111118559"	"unknown"
"LOC111118578"	"unknown"
"LOC111118581"	"GO:0004559;GO:0006013;GO:0030246"
"LOC111118582"	"GO:0003924;GO:0005525"
"LOC111118583"	"GO:0005515"
"LOC111118584"	"GO:0000287;GO:0004427;GO:0005737;GO:0006119;GO:0016747"
"LOC111118585"	"GO:0000287;GO:0004427;GO:0005737;GO:0006119;GO:0016747"
"LOC111118586"	"GO:0016055"
"LOC111118587"	"GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"LOC111118590"	"GO:0000287;GO:0004427;GO:0005737;GO:0006119"
"LOC111118591"	"GO:0005739;GO:0042967;GO:0047961"
"LOC111118588"	"unknown"
"LOC111118592"	"GO:0005739;GO:0042967;GO:0047961"
"LOC111118593"	"GO:0005739;GO:0042967;GO:0047961"
"LOC111118594"	"unknown"
"LOC111118595"	"unknown"
"LOC111118596"	"GO:0005525"
"LOC111118597"	"GO:0004222;GO:0006508"
"LOC111118598"	"unknown"
"LOC111118600"	"GO:0004591;GO:0006099;GO:0006554;GO:0006568;GO:0030976;GO:0045252"
"LOC111118599"	"GO:0005576;GO:0006030;GO:0008061"
"LOC111118601"	"unknown"
"LOC111118602"	"GO:0030514;GO:0045596"
"LOC111118603"	"unknown"
"LOC111118604"	"unknown"
"LOC111118606"	"GO:0004714;GO:0005515;GO:0005524;GO:0006468;GO:0007169;GO:0016020"
"LOC111118607"	"GO:0008270"
"LOC111118608"	"unknown"
"LOC111118605"	"unknown"
"LOC111118609"	"GO:0006506;GO:0016021;GO:0016746"
"LOC111118610"	"unknown"
"LOC111118611"	"GO:0006118;GO:0006122;GO:0008121;GO:0045275;GO:1902600"
"LOC111118612"	"GO:0005515"
"LOC111118613"	"GO:0005515;GO:0007165"
"LOC111118615"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118616"	"GO:0045739;GO:0070531;GO:0070552"
"LOC111118617"	"GO:0016021;GO:0055085"
"LOC111118614"	"GO:0005515"
"LOC111118618"	"GO:0005515"
"LOC111118619"	"unknown"
"LOC111118620"	"unknown"
"LOC111118622"	"unknown"
"LOC111118623"	"unknown"
"LOC111118624"	"unknown"
"LOC111118625"	"unknown"
"LOC111118626"	"GO:0007165;GO:0008083;GO:0008283;GO:0040007"
"LOC111118627"	"GO:0006812;GO:0006885;GO:0015299;GO:0016021;GO:0055085"
"LOC111118628"	"GO:0005515;GO:0007165"
"LOC111118629"	"unknown"
"LOC111118630"	"GO:0016020;GO:0016263;GO:0016266;GO:0019013"
"LOC111118631"	"GO:0016021;GO:0055085"
"LOC111118632"	"unknown"
"LOC111118633"	"unknown"
"LOC111118635"	"GO:0004827;GO:0005524;GO:0005737;GO:0006433;GO:0006525;GO:0006560"
"LOC111118636"	"GO:0004983;GO:0007187;GO:0007268;GO:0016021"
"LOC111118637"	"unknown"
"LOC111118640"	"unknown"
"LOC111118641"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118642"	"unknown"
"LOC111118644"	"unknown"
"LOC111118645"	"GO:0005515;GO:0007165"
"LOC111118643"	"GO:0006479;GO:0008168"
"LOC111118647"	"unknown"
"LOC111118649"	"GO:0005515"
"LOC111118650"	"GO:0005509"
"LOC111118651"	"GO:0005515"
"LOC111118653"	"GO:0005515"
"LOC111118654"	"unknown"
"LOC111118652"	"GO:0004817;GO:0005524;GO:0006423;GO:0006534"
"LOC111118655"	"unknown"
"LOC111118656"	"unknown"
"LOC111118657"	"unknown"
"LOC111118658"	"GO:0003677;GO:0008270"
"LOC111118661"	"unknown"
"LOC111118663"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118664"	"unknown"
"LOC111118665"	"GO:0000049;GO:0000162;GO:0004826;GO:0005524;GO:0006432;GO:0006571;GO:0009094;GO:0009328"
"LOC111118666"	"GO:0051560"
"LOC111118638"	"unknown"
"LOC111118667"	"GO:0005783;GO:0006621;GO:0016021;GO:0046923"
"LOC111118668"	"unknown"
"LOC111118669"	"GO:0050829;GO:0050830"
"LOC111118671"	"GO:0004983;GO:0007187;GO:0007268;GO:0016021"
"LOC111118672"	"GO:0006144;GO:0006206;GO:0009143;GO:0047429"
"LOC111118673"	"GO:0005515"
"LOC111118674"	"unknown"
"LOC111118677"	"unknown"
"LOC111118678"	"GO:0005856;GO:0007010;GO:0008092"
"LOC111118675"	"unknown"
"LOC111118680"	"GO:0008270"
"LOC111118682"	"GO:0005634;GO:0051726"
"LOC111118683"	"GO:0008270"
"LOC111118684"	"unknown"
"LOC111118686"	"GO:0005515;GO:0007268;GO:0030036;GO:0035556"
"LOC111118687"	"unknown"
"LOC111118688"	"GO:0004930;GO:0007166;GO:0007186;GO:0016021"
"LOC111118689"	"unknown"
"LOC111118693"	"GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"LOC111118694"	"GO:0007600;GO:0045454;GO:0045494"
"LOC111099029"	"GO:0016787"
"LOC111118692"	"GO:0005509;GO:0007156;GO:0016020"
"LOC111118695"	"GO:0008270"
"LOC111118696"	"GO:0005507;GO:0016715;GO:0055114"
"LOC111118697"	"GO:0005515"
"LOC111118698"	"GO:0007600;GO:0045454;GO:0045494"
"LOC111118699"	"GO:0008270"
"LOC111118701"	"GO:0016589;GO:0035064"
"LOC111118702"	"GO:0005515"
"LOC111118700"	"unknown"
"LOC111118703"	"GO:0003676"
"LOC111118704"	"GO:0016021"
"LOC111118705"	"GO:0005515"
"LOC111118706"	"GO:0008270"
"LOC111118707"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118709"	"GO:0007187;GO:0007631;GO:0016021;GO:0016499"
"LOC111118710"	"GO:0003700;GO:0005634;GO:0005667;GO:0006355;GO:0045893"
"LOC111118711"	"unknown"
"LOC111118708"	"GO:0005506;GO:0016705;GO:0031418;GO:0055114"
"LOC111118713"	"GO:0005215;GO:0016021;GO:0055085"
"LOC111118714"	"GO:0006144;GO:0006206;GO:0009143;GO:0047429"
"LOC111118715"	"GO:0000786;GO:0003677;GO:0046982"
"LOC111118719"	"unknown"
"LOC111118716"	"unknown"
"LOC111118720"	"GO:0004725;GO:0006470;GO:0006570"
"LOC111118721"	"unknown"
"LOC111118723"	"GO:0008270"
"LOC111118725"	"GO:0004692;GO:0005524;GO:0006468;GO:0009069"
"LOC111118726"	"unknown"
"LOC111118728"	"GO:0005515;GO:0007165"
"LOC111118729"	"GO:0003676;GO:0004386"
"LOC111118730"	"unknown"
"LOC111118727"	"unknown"
"LOC111118731"	"GO:0006886;GO:0006888;GO:0008270;GO:0030127"
"LOC111118732"	"unknown"
"LOC111118733"	"GO:0004602;GO:0006749;GO:0006804;GO:0006979;GO:0055114"
"LOC111118734"	"GO:0016021"
"LOC111118735"	"GO:0016491;GO:0050662;GO:0055114"
"LOC111118737"	"unknown"
"LOC111118738"	"GO:0003676;GO:0034063"
"LOC111118740"	"GO:0005515;GO:0007165"
"LOC111118739"	"GO:0000027;GO:0005622"
"LOC111118741"	"GO:0016491;GO:0050662;GO:0055114"
"LOC111118742"	"GO:0005525"
"LOC111118743"	"unknown"
"LOC111118744"	"unknown"
"LOC111118722"	"unknown"
"LOC111118745"	"GO:0006606;GO:0008536"
"LOC111118746"	"unknown"
"LOC111118747"	"GO:0006486;GO:0008378;GO:0016020"
"LOC111118749"	"unknown"
"LOC111118750"	"unknown"
"LOC111118751"	"unknown"
"LOC111118748"	"GO:0005615;GO:0010506"
"LOC111118752"	"unknown"
"LOC111118753"	"GO:0005042;GO:0005515;GO:0007411;GO:0016021;GO:0030424;GO:0038007"
"LOC111118754"	"GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"LOC111118755"	"unknown"
"LOC111118756"	"GO:0005634;GO:0006915"
"LOC111118758"	"unknown"
"LOC111118759"	"GO:0006816;GO:0016021"
"LOC111118760"	"GO:0000786;GO:0003677;GO:0005634;GO:0046982"
"LOC111118757"	"GO:0005515"
"LOC111118761"	"GO:0000786;GO:0003677;GO:0005634;GO:0046982"
"LOC111118762"	"GO:0000786;GO:0003677;GO:0005634;GO:0046982"
"LOC111118763"	"GO:0000786;GO:0003677;GO:0046982"
"LOC111118764"	"GO:0000786;GO:0003677;GO:0046982"
"LOC111118765"	"GO:0000786;GO:0003677;GO:0046982"
"LOC111118766"	"GO:0000786;GO:0003677;GO:0005634;GO:0006352;GO:0046982"
"LOC111118767"	"GO:0000786;GO:0003677;GO:0005634;GO:0006352;GO:0046982"
"LOC111118769"	"GO:0000786;GO:0003677;GO:0005634;GO:0006352;GO:0046982"
"LOC111118770"	"GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0046982"
"LOC111118771"	"GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0046982"
"LOC111118768"	"unknown"
"LOC111118772"	"GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0046982"
"LOC111118773"	"GO:0006816;GO:0016021"
"LOC111118774"	"GO:0008270"
"LOC111118775"	"unknown"
"LOC111118776"	"GO:0008270"
"LOC111118777"	"unknown"
"LOC111118778"	"unknown"
"LOC111118780"	"GO:0005515"
"LOC111118779"	"unknown"
"LOC111118781"	"unknown"
"LOC111118782"	"unknown"
"LOC111118783"	"GO:0005975;GO:0016757"
"LOC111118784"	"unknown"
"LOC111118785"	"unknown"
"LOC111118787"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118788"	"unknown"
"LOC111118789"	"unknown"
"LOC111118786"	"GO:0008270"
"LOC111118790"	"unknown"
"LOC111118791"	"GO:0005515"
"LOC111118793"	"unknown"
"LOC111118794"	"unknown"
"LOC111118792"	"unknown"
"LOC111118795"	"unknown"
"LOC111118796"	"GO:0006606"
"LOC111118797"	"unknown"
"LOC111118798"	"unknown"
"LOC111118799"	"unknown"
"LOC111118800"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118802"	"unknown"
"LOC111118801"	"GO:0006355;GO:0019901"
"LOC111118804"	"unknown"
"LOC111118805"	"unknown"
"LOC111118807"	"GO:0016579;GO:0036459"
"LOC111118808"	"GO:0016579;GO:0036459"
"LOC111118809"	"GO:0003676"
"LOC111118810"	"unknown"
"LOC111118812"	"unknown"
"LOC111118811"	"GO:0000123"
"LOC111118814"	"GO:0004930;GO:0007186;GO:0016021"
"LOC111118815"	"GO:0004674;GO:0005524;GO:0005779;GO:0007031;GO:0009069;GO:0016310"
"LOC111118816"	"GO:0008270"
