"cyan.gene_id","cyan.cpg_count","cyan.protein_id","cyan.chr","cyan.method","cyan.feature","cyan.start","cyan.end","cyan.score","cyan.strand","cyan.phase","cyan.CDS_ID","cyan.Parent","cyan.Description","cyan.GO.SLIM","cyan.Enzyme.Codes","cyan.Enzyme.Names","cyan.InterproScan.GO.ID"
"LOC111101805",8,"XP_022290119.1","NC_035785.1","Gnomon","CDS","31077881","31077958",".","+","0","cds38550","rna42392","sideroflexin-5-like","C:GO:0005575; F:GO:0022857","","","GO:0006811;GO:0015075;GO:0016020;GO:0055085"
"LOC111100598",14,"XP_022288360.1","NC_035785.1","Gnomon","CDS","31231789","31231794",".","+","0","cds38558","rna42405","T-complex protein 1 subunit eta-like","P:GO:0006457; F:GO:0043167; F:GO:0051082","","","GO:0005524;GO:0006457;GO:0051082"
"LOC111100588",24,"XP_022288349.1","NC_035785.1","Gnomon","CDS","31409205","31409450",".","+","0","cds38582","rna42429","helicase POLQ-like","F:GO:0043167","","","GO:0003676;GO:0005524"
"LOC111100596",NA,"XP_022288359.1","NC_035785.1","Gnomon","CDS","31478130","31479389",".","-","2","cds38593","rna42441","monocarboxylate transporter 12-like","C:GO:0005575; P:GO:0055085","","","GO:0016021;GO:0055085"
"LOC111100584",78,"XP_022288335.1","NC_035785.1","Gnomon","CDS","31520431","31520444",".","+","0","cds38599","rna42447","uncharacterized protein LOC111100584 isoform X1","F:GO:0003674","","","GO:0003676"
"LOC111100599",7,"XP_022288361.1","NC_035785.1","Gnomon","CDS","31563708","31563812",".","+","2","cds38603","rna42451","putative glycerol kinase 5","F:GO:0003674; P:GO:0005975","","","GO:0005975;GO:0016773"
"LOC111101053",NA,"XP_022289021.1","NC_035785.1","Gnomon","CDS","31837987","31839036",".","-","0","cds38634","rna42482","WD repeat-containing protein 53-like","F:GO:0003674","","","GO:0005515"
"LOC111100973",NA,"XP_022288861.1","NC_035785.1","Gnomon","CDS","32160263","32160335",".","-","0","cds38672","rna42522","acylpyruvase FAHD1%2C mitochondrial-like isoform X1","F:GO:0003674","","","GO:0003824"
"LOC111099717",NA,"XP_022286838.1","NC_035785.1","Gnomon","CDS","32357372","32357521",".","+","0","cds38691","rna42541","matrix metalloproteinase-24-like","GO:0008233;GO:0031012;GO:0043167","EC:3.4.24","Acting on peptide bonds (peptidases)","GO:0004222;GO:0006508;GO:0008270;GO:0031012"
"LOC111101116",NA,"XP_022289135.1","NC_035785.1","Gnomon","CDS","32984078","32984104",".","+","0","cds38765","rna42620","NF-kappa-B inhibitor alpha-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111099517",21,"XP_022286537.1","NC_035785.1","Gnomon","CDS","33040443","33040584",".","+","0","cds38773","rna42628","uncharacterized protein LOC111099517 isoform X1","","","",""
"LOC111100691",NA,"XP_022288484.1","NC_035785.1","Gnomon","CDS","33129202","33129747",".","+","0","cds38788","rna42644","ras-related protein Rap-2c-like","GO:0003924;GO:0005575;GO:0007165;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"LOC111099748",35,"XP_022286888.1","NC_035785.1","Gnomon","CDS","33441306","33441464",".","-","1","cds38816","rna42675","multidrug resistance-associated protein 5-like","GO:0005575;GO:0016887;GO:0022857;GO:0043167","EC:3.6.1.3; EC:3.6.1.15","Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase","GO:0005524;GO:0008514;GO:0015711;GO:0016021;GO:0042626;GO:0055085"
"LOC111101267",54,"XP_022289415.1","NC_035785.1","Gnomon","CDS","33521314","33521434",".","-","0","cds38824","rna42686","uncharacterized protein LOC111101267","","","",""
"LOC111101795",11,"XP_022290108.1","NC_035785.1","Gnomon","CDS","34142684","34142726",".","-","0","cds38901","rna42765","upstream activation factor subunit spp27-like","F:GO:0003674","","","GO:0005515"
"LOC111101811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111101810",NA,"XP_022290123.1","NC_035785.1","Gnomon","CDS","34448697","34448895",".","+","1","cds38908","rna42775","uncharacterized protein LOC111101810 isoform X1","","","",""
"LOC111100798",74,"XP_022288619.1","NC_035785.1","Gnomon","CDS","35149161","35149309",".","+","1","cds38966","rna42839","suppressor of fused homolog isoform X1","C:GO:0005622; F:GO:0008134; C:GO:0032991","","","GO:0005667;GO:0008134"
"LOC111100881",6,"XP_022288733.1","NC_035785.1","Gnomon","CDS","35358854","35358884",".","+","0","cds38984","rna42864","ubiquitin-associated domain-containing protein 2-like","F:GO:0003674","","","GO:0005515"
"LOC111100861",NA,"XP_022288691.1","NC_035785.1","Gnomon","CDS","35910274","35910442",".","+","0","cds39033","rna42919","nucleotide exchange factor SIL1-like isoform X1","","","",""
"LOC111099740",NA,"XP_022286877.1","NC_035785.1","Gnomon","CDS","36061509","36061585",".","-","0","cds39050","rna42937","beta-1%2C3-galactosyltransferase 1-like","C:GO:0005575; P:GO:0006464; P:GO:0009058; F:GO:0016757","","","GO:0006486;GO:0008378;GO:0016020"
"LOC111101287",8,"XP_022289437.1","NC_035785.1","Gnomon","CDS","36570257","36570385",".","-","0","cds39124","rna43013","ES1 protein homolog%2C mitochondrial-like","","","",""
"LOC111099565",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111100355",23,"XP_022287830.1","NC_035785.1","Gnomon","CDS","36800707","36800804",".","+","0","cds39151","rna43040","eukaryotic peptide chain release factor subunit 1","C:GO:0005840; P:GO:0006457; F:GO:0008135","","","GO:0003747;GO:0005840;GO:0006449;GO:0018444;GO:0051083"
"LOC111100561",107,"XP_022288268.1","NC_035785.1","Gnomon","CDS","37099929","37100081",".","-","0","cds39194","rna43084","probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform X1","GO:0006464;GO:0008233;GO:0009056","EC:3.4.19.12","Ubiquitinyl hydrolase 1","GO:0006511;GO:0016579;GO:0036459"
"LOC111100765",NA,"XP_022288564.1","NC_035785.1","Gnomon","CDS","37205974","37206049",".","-","0","cds39200","rna43090","plectin-like isoform X1","F:GO:0003674; C:GO:0005856","","","GO:0005515;GO:0005856"
"LOC111101110",15,"XP_022289126.1","NC_035785.1","Gnomon","CDS","37549651","37549715",".","-","0","cds39262","rna43160","retinoblastoma-associated protein-like isoform X1","C:GO:0005634; P:GO:0007049; P:GO:0009058; P:GO:0034641","","","GO:0005634;GO:0006357;GO:0051726"
"LOC111100556",25,"XP_022288257.1","NC_035785.1","Gnomon","CDS","37574401","37574455",".","+","0","cds39267","rna43165","metallo-beta-lactamase domain-containing protein 1-like","","","",""
"LOC111100190",57,"XP_022287550.1","NC_035785.1","Gnomon","CDS","37670777","37670970",".","-","0","cds39272","rna43170","protein FORGETTER 1-like","F:GO:0003677; P:GO:0006259; P:GO:0006950; P:GO:0009058","","","GO:0003677;GO:0006281;GO:0006355"
"LOC111102171",NA,"XP_022290530.1","NC_035785.1","Gnomon","CDS","41350256","41350406",".","+","1","cds39514","rna43461","uncharacterized protein LOC111102171","","","",""
"LOC111125754",70,"XP_022325549.1","NC_035780.1","Gnomon","CDS","42540792","42540914",".","-","0","cds3854","rna4270","TRAF3-interacting protein 1-like","C:GO:0005856; F:GO:0008092; C:GO:0032991","","","GO:0008017;GO:0045298"
"LOC111112466",22,"XP_022305685.1","NC_035780.1","Gnomon","CDS","42858509","42858544",".","+","0","cds3874","rna4290","MAM and LDL-receptor class A domain-containing protein 1-like isoform X1","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0005044;GO:0005515;GO:0007165;GO:0016020"
"LOC111112494",14,"XP_022305723.1","NC_035780.1","Gnomon","CDS","42892837","42892906",".","+","0","cds3877","rna4293","MAM and LDL-receptor class A domain-containing protein 1-like","C:GO:0005575","","","GO:0016020"
"LOC111112488",27,"XP_022305712.1","NC_035780.1","Gnomon","CDS","42897926","42897953",".","+","0","cds3878","rna4294","atrial natriuretic peptide-converting enzyme-like","GO:0005575;GO:0007165;GO:0008233","EC:3.4.21","Acting on peptide bonds (peptidases)","GO:0004252;GO:0005044;GO:0005515;GO:0006508;GO:0007165;GO:0016020"
"LOC111134404",24,"XP_022339087.1","NC_035780.1","Gnomon","CDS","42932447","42932527",".","-","0","cds3881","rna4297","nicotinate phosphoribosyltransferase-like isoform X1","GO:0009058;GO:0016757;GO:0016874;GO:0034641;GO:0044281;GO:0051186","EC:2.4.2.19; EC:6.3.4.21","Nicotinate-nucleotide diphosphorylase (carboxylating); Nicotinate phosphoribosyltransferase","GO:0004514;GO:0004516;GO:0009435;GO:0019358"
"LOC111101043",NA,"XP_022289009.1","NC_035785.1","Gnomon","CDS","48280651","48280701",".","-","0","cds40047","rna44199","myophilin-like","F:GO:0003674","","","GO:0005515"
"LOC111124017",104,"XP_022322577.1","NC_035780.1","Gnomon","CDS","43101280","43101597",".","-","2","cds3891","rna4308","LOW QUALITY PROTEIN: methyl-CpG-binding domain protein 5-like","","","",""
"LOC111107584",55,"XP_022298563.1","NC_035780.1","Gnomon","CDS","43120370","43120443",".","-","0","cds3892","rna4309","LOW QUALITY PROTEIN: ATP-dependent RNA helicase DDX54-like","GO:0003723;GO:0004386;GO:0005634;GO:0016887;GO:0043167","EC:3.6.1.3; EC:3.6.1.15","Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase","GO:0003723;GO:0004004;GO:0005524;GO:0005634"
"LOC111099622",NA,"XP_022286694.1","NC_035785.1","Gnomon","CDS","49777662","49777811",".","-","0","cds40156","rna44333","cytochrome P450 4F22-like","F:GO:0016491; F:GO:0043167","","","GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111099544",4,"XP_022286566.1","NC_035785.1","Gnomon","CDS","51072249","51072251",".","+","0","cds40240","rna44439","T-complex protein 1 subunit beta-like","P:GO:0006457; F:GO:0043167; F:GO:0051082","","","GO:0005524;GO:0006457;GO:0051082"
"LOC111103612",NA,"XP_022292710.1","NC_035786.1","Gnomon","CDS","1182396","1182563",".","-","0","cds40311","rna44520","uncharacterized protein LOC111103612","F:GO:0043167","","","GO:0003676;GO:0005524"
"LOC111103346",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111103192",NA,"XP_022291973.1","NC_035786.1","Gnomon","CDS","3034002","3034064",".","-","0","cds40370","rna44644","LOW QUALITY PROTEIN: metabotropic glutamate receptor 5-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111103825",16,"XP_022293063.1","NC_035786.1","Gnomon","CDS","4984500","4985817",".","-","0","cds40507","rna44800","protein SON-like isoform X1","F:GO:0003723; P:GO:0007049; P:GO:0034641","","","GO:0003723;GO:0043484;GO:0051726"
"LOC111104741",NA,"XP_022294552.1","NC_035786.1","Gnomon","CDS","5390466","5390469",".","+","0","cds40549","rna44845","uncharacterized protein LOC111104741","","","",""
"LOC111104385",109,"XP_022294009.1","NC_035786.1","Gnomon","CDS","7224954","7225014",".","+","0","cds40706","rna45012","peroxidasin-like","","","",""
"LOC111104386",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111100769",NA,"XP_022288572.1","NC_035780.1","Gnomon","CDS","43736772","43737047",".","+","0","cds3970","rna4390","zinc transporter ZIP10-like","C:GO:0005575; F:GO:0022857","","","GO:0016020;GO:0030001;GO:0046873;GO:0055085"
"LOC111105615",NA,"XP_022295689.1","NC_035786.1","Gnomon","CDS","11489332","11489513",".","-","2","cds41031","rna45385","acetyl-CoA acetyltransferase%2C cytosolic-like","F:GO:0016746","","","GO:0016747"
"LOC111105485",NA,"XP_022295515.1","NC_035786.1","Gnomon","CDS","11856040","11856257",".","-","0","cds41049","rna45404","ras-related protein Rab-39B-like","GO:0003924;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003924;GO:0005525"
"LOC111102495",39,"XP_022290974.1","NC_035786.1","Gnomon","CDS","11878909","11879121",".","+","0","cds41054","rna45409","SH3 and multiple ankyrin repeat domains protein 1-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111103859",NA,"XP_022293124.1","NC_035786.1","Gnomon","CDS","12385942","12386242",".","+","0","cds41088","rna45448","uncharacterized protein LOC111103859","F:GO:0043167","","","GO:0008270"
"LOC111116170",NA,"XP_022310882.1","NC_035780.1","Gnomon","CDS","4388031","4388367",".","-","0","cds411","rna437","uncharacterized protein LOC111116170","","","",""
"LOC111103555",1,"XP_022292606.1","NC_035786.1","Gnomon","CDS","15033243","15033266",".","-","2","cds41267","rna45653","LOW QUALITY PROTEIN: uncharacterized protein LOC111103555","","","",""
"LOC111104484",NA,"XP_022294171.1","NC_035786.1","Gnomon","CDS","15416624","15417679",".","+","0","cds41286","rna45676","beta-2 adrenergic receptor-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111104574",16,"XP_022294304.1","NC_035786.1","Gnomon","CDS","15513192","15513363",".","+","0","cds41295","rna45687","calcipressin-1-like","F:GO:0003674; P:GO:0007165","","","GO:0003676;GO:0019722"
"LOC111104845",NA,"XP_022294715.1","NC_035786.1","Gnomon","CDS","15621280","15621282",".","-","0","cds41310","rna45704","gigasin-4-like","","","",""
"LOC111103835",19,"XP_022293081.1","NC_035786.1","Gnomon","CDS","16133541","16133643",".","+","0","cds41358","rna45773","PR domain zinc finger protein 1-like isoform X1","F:GO:0003674","","","GO:0003676;GO:0005515"
"LOC111104557",NA,"XP_022294281.1","NC_035786.1","Gnomon","CDS","17233631","17234112",".","+","2","cds41431","rna45864","uncharacterized protein LOC111104557 isoform X1","","","",""
"LOC111102521",NA,"XP_022291017.1","NC_035786.1","Gnomon","CDS","17806084","17806086",".","+","0","cds41474","rna45913","rho GTPase-activating protein gacII-like isoform X1","","","",""
"LOC111103956",31,"XP_022293319.1","NC_035786.1","Gnomon","CDS","19188358","19188498",".","-","0","cds41549","rna45999","carnitine O-palmitoyltransferase 1%2C liver isoform-like isoform X1","F:GO:0016746","","","GO:0016746"
"LOC111105503",27,"XP_022295542.1","NC_035786.1","Gnomon","CDS","19611125","19611800",".","+","0","cds41591","rna46042","baculoviral IAP repeat-containing protein 2-like","","","",""
"LOC111120614",NA,"XP_022317173.1","NC_035780.1","Gnomon","CDS","44683275","44683366",".","-","0","cds4065","rna4488","protein C21orf2-like","F:GO:0003674","","","GO:0005515"
"LOC111103246",28,"XP_022292078.1","NC_035786.1","Gnomon","CDS","23867666","23867788",".","-","0","cds41865","rna46371","syntaxin-binding protein 5-like isoform X1","F:GO:0003674; C:GO:0005575; P:GO:0016192","","","GO:0005515;GO:0016021;GO:0016192"
"LOC111105628",NA,"XP_022295707.1","NC_035786.1","Gnomon","CDS","23888923","23891889",".","-","0","cds41868","rna46375","uncharacterized protein LOC111105628","","","",""
"LOC111104668",NA,"XP_022294446.1","NC_035786.1","Gnomon","CDS","24010533","24010836",".","+","0","cds41881","rna46388","sodium/potassium-transporting ATPase subunit beta-like","C:GO:0005886; P:GO:0006810; C:GO:0032991","","","GO:0005890;GO:0006813;GO:0006814"
"LOC111104634",NA,"XP_022294404.1","NC_035786.1","Gnomon","CDS","26545572","26545699",".","-","0","cds42018","rna46571","biliverdin reductase A-like","F:GO:0016491","","","GO:0016491"
"LOC111104191",3,"XP_022293725.1","NC_035786.1","Gnomon","CDS","27065101","27065413",".","-","0","cds42083","rna46636","CDK5 regulatory subunit-associated protein 1-like","F:GO:0003674; P:GO:0006399","","","GO:0006400;GO:0016740;GO:0051539"
"LOC111102713",11,"XP_022291273.1","NC_035786.1","Gnomon","CDS","27576364","27576506",".","+","2","cds42129","rna46687","peptidase M20 domain-containing protein 2-like","F:GO:0003674","","","GO:0016787"
"LOC111103855",41,"XP_022293116.1","NC_035786.1","Gnomon","CDS","28299219","28299343",".","-","0","cds42180","rna46744","BTB/POZ domain-containing protein 10-like","F:GO:0003674","","","GO:0005515"
"LOC111102823",NA,"XP_022291419.1","NC_035786.1","Gnomon","CDS","29136489","29137211",".","-","0","cds42251","rna46816","alpha-crystallin B chain-like","","","",""
"LOC111105851",NA,"XP_022296013.1","NC_035780.1","Gnomon","CDS","45523771","45524727",".","+","0","cds4153","rna4585","uncharacterized protein LOC111105851","","","",""
"LOC111104269",43,"XP_022293825.1","NC_035786.1","Gnomon","CDS","29974936","29975004",".","+","0","cds42322","rna46903","diacylglycerol kinase zeta-like isoform X1","GO:0006629;GO:0007165;GO:0009056;GO:0016301;GO:0034641;GO:0044281;GO:0051186","EC:2.7.1.23; EC:2.7.1.107","NAD(+) kinase; Diacylglycerol kinase (ATP)","GO:0003951;GO:0004143;GO:0005515;GO:0006769;GO:0007205;GO:0009395;GO:0035556;GO:0046486;GO:0046497"
"LOC111104101",7,"XP_022293560.1","NC_035786.1","Gnomon","CDS","30259223","30259388",".","+","0","cds42349","rna46931","CTP synthase 1-like","GO:0009058;GO:0016874;GO:0034641;GO:0044281","EC:6.3.4.2","CTP synthase (glutamine hydrolyzing)","GO:0003883;GO:0006206;GO:0006241"
"LOC111103499",13,"XP_022292523.1","NC_035786.1","Gnomon","CDS","30289544","30289852",".","+","2","cds42351","rna46933","alpha-taxilin-like isoform X1","F:GO:0003674","","","GO:0019905"
"LOC111103144",9,"XP_022291898.1","NC_035786.1","Gnomon","CDS","30367624","30367873",".","-","0","cds42359","rna46944","synapse-associated protein 1-like isoform X1","","","",""
"LOC111103416",NA,"XP_022292402.1","NC_035786.1","Gnomon","CDS","31752238","31752957",".","-","0","cds42482","rna47074","major egg antigen-like","","","",""
"LOC111105013",NA,"XP_022294899.1","NC_035786.1","Gnomon","CDS","31861545","31862274",".","+","0","cds42492","rna47084","uncharacterized protein LOC111105013","F:GO:0003674","","","GO:0005515"
"LOC111102350",29,"XP_022290731.1","NC_035786.1","Gnomon","CDS","33576393","33576507",".","-","0","cds42618","rna47229","LOW QUALITY PROTEIN: uncharacterized protein LOC111102350","GO:0009058;GO:0016746;GO:0019748;GO:0034641;GO:0043167","EC:2.3.2.15","Glutathione gamma-glutamylcysteinyltransferase","GO:0010038;GO:0016756;GO:0046872;GO:0046938"
"LOC111103325",39,"XP_022292217.1","NC_035786.1","Gnomon","CDS","33768200","33768229",".","-","0","cds42635","rna47249","LOW QUALITY PROTEIN: splicing factor%2C arginine/serine-rich 15-like","F:GO:0003674","","","GO:0003676"
"LOC111110504",25,"XP_022302739.1","NC_035780.1","Gnomon","CDS","46052720","46052904",".","-","1","cds4196","rna4633","uncharacterized protein LOC111110504","F:GO:0043167","","","GO:0046872"
"LOC111105314",NA,"XP_022295241.1","NC_035786.1","Gnomon","CDS","33870921","33870949",".","-","0","cds42646","rna47260","LOW QUALITY PROTEIN: lambda-crystallin homolog","GO:0006520;GO:0006629;GO:0009056;GO:0009058;GO:0016491;GO:0034641;GO:0043167","EC:1.1.1.35","3-hydroxyacyl-CoA dehydrogenase","GO:0003857;GO:0006550;GO:0006552;GO:0006554;GO:0006568;GO:0006574;GO:0006633;GO:0018874;GO:0055114;GO:0070403"
"LOC111103579",49,"XP_022292643.1","NC_035786.1","Gnomon","CDS","34066162","34066323",".","-","0","cds42661","rna47276","M-phase phosphoprotein 8-like","F:GO:0003674","","","GO:0005515"
"LOC111103564",13,"XP_022292623.1","NC_035786.1","Gnomon","CDS","34453120","34453144",".","-","0","cds42710","rna47329","ataxin-7-like protein 3","","","",""
"LOC111103512",34,"XP_022292545.1","NC_035786.1","Gnomon","CDS","34679037","34679840",".","-","0","cds42735","rna47357","LOW QUALITY PROTEIN: uncharacterized protein LOC111103512","","","",""
"LOC111103912",49,"XP_022293240.1","NC_035786.1","Gnomon","CDS","35098289","35098373",".","-","1","cds42772","rna47396","circularly permutated Ras protein 1-like isoform X1","P:GO:0016192; C:GO:0031410; C:GO:0032991; F:GO:0043167","","","GO:0006886;GO:0006888;GO:0008270;GO:0030127"
"LOC111103453",70,"XP_022292447.1","NC_035786.1","Gnomon","CDS","35119122","35119181",".","+","0","cds42774","rna47398","ribosomal protein S6 kinase alpha-1-like","GO:0006464;GO:0006520;GO:0007165;GO:0016301;GO:0043167","EC:2.7.11","Transferring phosphorus-containing groups","GO:0000287;GO:0004674;GO:0005524;GO:0006468;GO:0009069;GO:0035556"
"LOC111103629",15,"XP_022292731.1","NC_035786.1","Gnomon","CDS","37014630","37014801",".","+","0","cds42913","rna47555","nucleolar pre-ribosomal-associated protein 1-like","","","",""
"LOC111103310",80,"XP_022292194.1","NC_035786.1","Gnomon","CDS","39071995","39072854",".","-","0","cds43084","rna47735","uncharacterized protein LOC111103310","P:GO:0006464; F:GO:0016301; F:GO:0043167","","","GO:0004672;GO:0005524;GO:0006468"
"LOC111105546",10,"XP_022295599.1","NC_035786.1","Gnomon","CDS","39763982","39764066",".","-","0","cds43152","rna47811","glutamine-dependent NAD(+) synthetase-like","GO:0009058;GO:0016874;GO:0034641;GO:0043167;GO:0044281;GO:0051186","EC:6.3.5.1","NAD(+) synthase (glutamine-hydrolyzing)","GO:0003952;GO:0005524;GO:0009435;GO:0046497"
"LOC111104342",4,"XP_022293943.1","NC_035786.1","Gnomon","CDS","41103566","41103614",".","+","0","cds43247","rna47915","rab-like protein 3 isoform X1","","","",""
"LOC111105529",16,"XP_022295584.1","NC_035786.1","Gnomon","CDS","42329046","42329314",".","+","0","cds43341","rna48014","LOW QUALITY PROTEIN: IST1 homolog","P:GO:0006810","","","GO:0015031"
"LOC111104148",36,"XP_022293654.1","NC_035786.1","Gnomon","CDS","42545185","42545277",".","+","0","cds43390","rna48064","polycomb protein EED-like","F:GO:0003674; C:GO:0005654; P:GO:0006464; C:GO:0032991; P:GO:0051276","","","GO:0005515;GO:0016571;GO:0035098"
"LOC111103819",354,"XP_022293037.1","NC_035786.1","Gnomon","CDS","45819922","45820020",".","-","0","cds43639","rna48334","afadin-like isoform X1","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0005515;GO:0005911;GO:0007165"
"LOC111104701",NA,"XP_022294492.1","NC_035786.1","Gnomon","CDS","45921386","45921443",".","-","0","cds43652","rna48348","uncharacterized protein LOC111104701","","","",""
"LOC111104375",NA,"XP_022293989.1","NC_035786.1","Gnomon","CDS","45947905","45948342",".","-","0","cds43657","rna48353","uncharacterized protein LOC111104375","","","",""
"LOC111137087",NA,"XP_022344050.1","NC_035780.1","Gnomon","CDS","47264175","47264969",".","+","0","cds4313","rna4752","uncharacterized protein LOC111137087","","","",""
"LOC111103430",29,"XP_022292417.1","NC_035786.1","Gnomon","CDS","46488324","46488449",".","+","0","cds43721","rna48420","prickle-like protein 3 isoform X1","F:GO:0043167","","","GO:0008270"
"LOC111128658",NA,"XP_022330121.1","NC_035780.1","Gnomon","CDS","47305553","47305677",".","-","0","cds4319","rna4759","NK-tumor recognition protein-like","","","",""
"LOC111104543",NA,"XP_022294265.1","NC_035786.1","Gnomon","CDS","48583157","48583836",".","+","2","cds44014","rna48730","formin-2-like","","","",""
"LOC111104827",NA,"XP_022294680.1","NC_035786.1","Gnomon","CDS","48791014","48791227",".","+","0","cds44039","rna48757","uncharacterized protein LOC111104827 isoform X1","GO:0008219;GO:0008233","EC:3.4.22","Acting on peptide bonds (peptidases)","GO:0006508;GO:0006915;GO:0097200"
"LOC111104850",14,"XP_022294719.1","NC_035786.1","Gnomon","CDS","49918944","49920083",".","-","0","cds44134","rna48873","molybdenum cofactor biosynthesis protein 1-like","C:GO:0005623; P:GO:0009058; C:GO:0032991; F:GO:0043167; P:GO:0051186","","","GO:0003824;GO:0006777;GO:0019008;GO:0046872;GO:0051539"
"LOC111105566",NA,"XP_022295629.1","NC_035786.1","Gnomon","CDS","50468298","50468652",".","+","0","cds44198","rna48940","uncharacterized protein LOC111105566","","","",""
"LOC111103490",NA,"XP_022292513.1","NC_035786.1","Gnomon","CDS","50611567","50611757",".","-","1","cds44207","rna48949","elongation factor 2-like","GO:0003924;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003924;GO:0005525"
"LOC111103816",9,"XP_022293034.1","NC_035786.1","Gnomon","CDS","51167327","51167386",".","-","2","cds44267","rna49014","baculoviral IAP repeat-containing protein 3-like","","","",""
"LOC111103377",51,"XP_022292319.1","NC_035786.1","Gnomon","CDS","51981148","51981207",".","-","0","cds44299","rna49053","LOW QUALITY PROTEIN: serine/threonine-protein phosphatase 6 regulatory subunit 3-like","","","",""
"LOC111102860",NA,"XP_022291486.1","NC_035786.1","Gnomon","CDS","52120730","52120905",".","-","0","cds44325","rna49080","uncharacterized protein LOC111102860","","","",""
"LOC111102623",9,"XP_022291151.1","NC_035786.1","Gnomon","CDS","52955043","52955160",".","+","0","cds44400","rna49156","PIH1 domain-containing protein 1-like","","","",""
"LOC111102459",NA,"XP_022290915.1","NC_035786.1","Gnomon","CDS","53218389","53221490",".","+","0","cds44429","rna49186","dentin sialophosphoprotein-like isoform X1","","","",""
"LOC111105367",21,"XP_022295332.1","NC_035786.1","Gnomon","CDS","53695229","53695306",".","+","0","cds44481","rna49241","profilin-4-like isoform X1","","","",""
"LOC111102479",NA,"XP_022290945.1","NC_035786.1","Gnomon","CDS","55885793","55885844",".","-","0","cds44588","rna49362","uncharacterized protein LOC111102479","","","",""
"LOC111105636",34,"XP_022295723.1","NC_035786.1","Gnomon","CDS","55921903","55921995",".","+","0","cds44597","rna49372","pyridoxal kinase-like isoform X1","GO:0009058;GO:0016301;GO:0034641;GO:0044281;GO:0051186","EC:2.7.1.35","Pyridoxal kinase","GO:0008478;GO:0009443"
"LOC111103668",16,"XP_022292797.1","NC_035786.1","Gnomon","CDS","56626814","56626852",".","-","0","cds44656","rna49441","hsp90 co-chaperone Cdc37-like","F:GO:0019899","","","GO:0019901"
"LOC111132185",6,"XP_022335668.1","NC_035780.1","Gnomon","CDS","48097741","48097840",".","-","0","cds4389","rna4837","kelch domain-containing protein 9-like","F:GO:0003674","","","GO:0005515"
"LOC111108163",NA,"XP_022299495.1","NC_035787.1","Gnomon","CDS","687906","688034",".","+","0","cds44814","rna49615","sodium-dependent proline transporter-like","C:GO:0005575; F:GO:0022857","","","GO:0005328;GO:0006812;GO:0006836;GO:0016021"
"LOC111109285",NA,"XP_022301075.1","NC_035787.1","Gnomon","CDS","4613378","4613750",".","+","0","cds45121","rna49943","uncharacterized protein LOC111109285","","","",""
"LOC111107427",5,"XP_022298333.1","NC_035787.1","Gnomon","CDS","5674050","5675030",".","-","0","cds45184","rna50013","DNA excision repair protein ERCC-1-like isoform X1","F:GO:0003677; F:GO:0004518; C:GO:0005634; P:GO:0006259; P:GO:0006950","","","GO:0003684;GO:0004519;GO:0005634;GO:0006281"
"LOC111108710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111107127",9,"XP_022297831.1","NC_035787.1","Gnomon","CDS","7872902","7873076",".","+","0","cds45320","rna50172","histone-lysine N-methyltransferase SUV39H2-like","GO:0005634;GO:0006464;GO:0006520;GO:0008168;GO:0009056;GO:0043167;GO:0051276","EC:2.1.1.43","Histone-lysine N-methyltransferase","GO:0005515;GO:0005634;GO:0006554;GO:0008270;GO:0018024;GO:0034968"
"LOC111107565",152,"XP_022298534.1","NC_035787.1","Gnomon","CDS","8613128","8613350",".","+","0","cds45372","rna50235","LOW QUALITY PROTEIN: host cell factor 1-like","F:GO:0003674; C:GO:0005654; C:GO:0032991","","","GO:0005515;GO:0048188;GO:0071339"
