"turquoise.gene_id","turquoise.cpg_count","turquoise.protein_id","turquoise.chr","turquoise.method","turquoise.feature","turquoise.start","turquoise.end","turquoise.score","turquoise.strand","turquoise.phase","turquoise.CDS_ID","turquoise.Parent","turquoise.Description","turquoise.GO.SLIM","turquoise.Enzyme.Codes","turquoise.Enzyme.Names","turquoise.InterproScan.GO.ID"
"LOC111134804",NA,"XP_022339919.1","NC_035784.1","Gnomon","CDS","82003592","82003658",".","-","0","cds35072","rna38351","monocarboxylate transporter 12-like isoform X1","C:GO:0005575; P:GO:0055085","","","GO:0016021;GO:0055085"
"LOC111134813",NA,"XP_022339941.1","NC_035784.1","Gnomon","CDS","82015769","82016653",".","+","0","cds35075","rna38354","uncharacterized protein LOC111134813","","","",""
"LOC111138026",17,"XP_022345494.1","NC_035780.1","Gnomon","CDS","36290813","36290834",".","-","0","cds3435","rna3782","tetraspanin-9-like","C:GO:0005575","","","GO:0016021"
"LOC111138257",NA,"XP_022345839.1","NC_035784.1","Gnomon","CDS","82524689","82526170",".","-","0","cds35111","rna38391","LOW QUALITY PROTEIN: tripartite motif-containing protein 55-like","F:GO:0043167","","","GO:0008270"
"LOC111138263",NA,"XP_022345846.1","NC_035784.1","Gnomon","CDS","82528439","82529203",".","-","0","cds35112","rna38392","ankyrin repeat and SOCS box protein 3-like","F:GO:0003674; P:GO:0007165","","","GO:0005515;GO:0035556"
"LOC111132079",NA,"XP_022335439.1","NC_035784.1","Gnomon","CDS","82588688","82589482",".","+","0","cds35118","rna38398","uncharacterized protein LOC111132079","","","",""
"LOC111137253",NA,"XP_022344349.1","NC_035784.1","Gnomon","CDS","82695182","82695248",".","-","0","cds35130","rna38410","uncharacterized protein LOC111137253","","","",""
"LOC111136686",NA,"XP_022343437.1","NC_035784.1","Gnomon","CDS","82719510","82719576",".","-","0","cds35131","rna38411","uncharacterized protein LOC111136686 isoform X1","","","",""
"LOC111138011",NA,"XP_022345465.1","NC_035784.1","Gnomon","CDS","82943874","82944385",".","+","0","cds35161","rna38443","XK-related protein 6-like isoform X1","C:GO:0005575","","","GO:0016021"
"LOC111136479",NA,"XP_022343064.1","NC_035784.1","Gnomon","CDS","83100724","83100885",".","+","0","cds35180","rna38463","calpain-5-like","GO:0005622;GO:0007010;GO:0008233","EC:3.4.22","Acting on peptide bonds (peptidases)","GO:0004198;GO:0005622;GO:0006508;GO:0051493"
"LOC111137832",40,"XP_022345230.1","NC_035784.1","Gnomon","CDS","83242137","83242244",".","-","0","cds35194","rna38479","muscle M-line assembly protein unc-89-like isoform X1","F:GO:0003677; P:GO:0006259; P:GO:0042592; P:GO:0051276","","","GO:0000723;GO:0003677"
"LOC111134465",39,"XP_022339198.1","NC_035784.1","Gnomon","CDS","83754484","83754684",".","-","0","cds35235","rna38530","poly [ADP-ribose] polymerase 14-like isoform X1","GO:0016757","EC:2.4.2.30","NAD(+) ADP-ribosyltransferase","GO:0003676;GO:0003950"
"LOC111134466",NA,"XP_022339205.1","NC_035784.1","Gnomon","CDS","83782023","83782058",".","-","0","cds35241","rna38536","uncharacterized protein LOC111134466","F:GO:0003674","","","GO:0003676"
"LOC111134468",NA,"XP_022339210.1","NC_035784.1","Gnomon","CDS","83795842","83796050",".","-","2","cds35244","rna38539","poly [ADP-ribose] polymerase 14-like","GO:0016757","EC:2.4.2.30","NAD(+) ADP-ribosyltransferase","GO:0003950"
"LOC111137412",28,"XP_022344572.1","NC_035784.1","Gnomon","CDS","83966188","83966340",".","+","0","cds35253","rna38554","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1B-like","F:GO:0043167","","","GO:0005515;GO:0005524"
"LOC111137853",NA,"XP_022345254.1","NC_035784.1","Gnomon","CDS","85000450","85000597",".","+","0","cds35335","rna38656","formin-2-like","","","",""
"LOC111137366",NA,"XP_022344512.1","NC_035784.1","Gnomon","CDS","85002786","85003013",".","+","0","cds35336","rna38657","temptin-like","","","",""
"LOC111133671",NA,"XP_022337977.1","NC_035784.1","Gnomon","CDS","85010473","85010542",".","+","0","cds35337","rna38658","sialate O-acetylesterase-like","GO:0003674","EC:3.1.1.6; EC:3.1.1.53; EC:3.1.1.1","Acetylesterase; Sialate O-acetylesterase; Carboxylesterase","GO:0001681"
"LOC111134248",75,"XP_022338845.1","NC_035784.1","Gnomon","CDS","85098307","85098459",".","-","0","cds35349","rna38670","LOW QUALITY PROTEIN: catalase-like","GO:0006520;GO:0006950;GO:0009056;GO:0016491;GO:0034641;GO:0051186","EC:1.11.1.7; EC:1.11.1.6","Peroxidase; Catalase","GO:0004096;GO:0006568;GO:0006804;GO:0006979;GO:0015947;GO:0020037;GO:0042744;GO:0055114"
"LOC111133190",4,"XP_022337033.1","NC_035784.1","Gnomon","CDS","85146899","85146993",".","-","2","cds35352","rna38673","39S ribosomal protein L23%2C mitochondrial-like","F:GO:0003735; C:GO:0005840; P:GO:0006412; P:GO:0042254","","","GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"LOC111133186",NA,"XP_022337026.1","NC_035784.1","Gnomon","CDS","85252204","85252417",".","+","0","cds35363","rna38686","uncharacterized protein LOC111133186 isoform X1","GO:0008219;GO:0008233","EC:3.4.22","Acting on peptide bonds (peptidases)","GO:0006508;GO:0006915;GO:0097200"
"LOC111137627",NA,"XP_022344876.1","NC_035784.1","Gnomon","CDS","85340032","85340253",".","+","0","cds35367","rna38694","cytochrome P450 26A1-like","F:GO:0016491; F:GO:0043167","","","GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"LOC111135679",NA,"XP_022341660.1","NC_035784.1","Gnomon","CDS","85469259","85469367",".","+","1","cds35382","rna38709","lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog","","","",""
"LOC111133850",NA,"XP_022338255.1","NC_035784.1","Gnomon","CDS","85481753","85481858",".","-","1","cds35385","rna38713","lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog","","","",""
"LOC111137242",31,"XP_022344329.1","NC_035784.1","Gnomon","CDS","85657172","85657238",".","+","0","cds35395","rna38724","shootin-1-like isoform X1","","","",""
"LOC111135640",204,"XP_022341597.1","NC_035784.1","Gnomon","CDS","86137462","86137538",".","-","2","cds35425","rna38754","splicing factor 3A subunit 1-like","F:GO:0003723; P:GO:0034641","","","GO:0003723;GO:0005515;GO:0006396"
"LOC111132685",NA,"XP_022336219.1","NC_035784.1","Gnomon","CDS","86465280","86466359",".","-","0","cds35436","rna38767","LOW QUALITY PROTEIN: uncharacterized protein LOC111132685","","","",""
"LOC111133893",NA,"XP_022338324.1","NC_035784.1","Gnomon","CDS","87130172","87130364",".","-","0","cds35484","rna38819","LOW QUALITY PROTEIN: monocarboxylate transporter 12-like","C:GO:0005575; P:GO:0055085","","","GO:0016021;GO:0055085"
"LOC111136062",1,"XP_022342358.1","NC_035784.1","Gnomon","CDS","87350929","87351003",".","+","0","cds35501","rna38836","uncharacterized protein LOC111136062","","","",""
"LOC111133630",NA,"XP_022337860.1","NC_035784.1","Gnomon","CDS","87389160","87389225",".","+","0","cds35504","rna38839","uncharacterized protein LOC111133630 isoform X1","","","",""
"LOC111136164",125,"XP_022342523.1","NC_035784.1","Gnomon","CDS","87738229","87738281",".","-","0","cds35526","rna38861","putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1","GO:0004386;GO:0043167","EC:3.6.1.15","Nucleoside-triphosphate phosphatase","GO:0003676;GO:0004386;GO:0005524"
"LOC111136166",NA,"XP_022342525.1","NC_035784.1","Gnomon","CDS","87751695","87753413",".","-","0","cds35530","rna38865","uncharacterized protein LOC111136166","F:GO:0043167","","","GO:0008270"
"LOC111136169",NA,"XP_022342527.1","NC_035784.1","Gnomon","CDS","87778850","87780565",".","-","0","cds35531","rna38866","uncharacterized protein LOC111136169","F:GO:0043167","","","GO:0005515;GO:0008270"
"LOC111136170",NA,"XP_022342528.1","NC_035784.1","Gnomon","CDS","87795306","87797021",".","-","0","cds35532","rna38868","uncharacterized protein LOC111136170","F:GO:0043167","","","GO:0008270"
"LOC111136991",35,"XP_022343907.1","NC_035784.1","Gnomon","CDS","88173126","88173296",".","-","0","cds35560","rna38898","DNA-directed RNA polymerase II subunit RPB2-like isoform X1","GO:0003677;GO:0005730;GO:0009058;GO:0016779;GO:0034641;GO:0044281","EC:2.7.7.6","DNA-directed RNA polymerase","GO:0003677;GO:0003899;GO:0005730;GO:0006144;GO:0006206;GO:0006351;GO:0032549"
"LOC111136987",45,"XP_022343903.1","NC_035784.1","Gnomon","CDS","88267477","88267495",".","-","0","cds35564","rna38902","DNA-directed RNA polymerase II subunit RPB2","GO:0003677;GO:0005730;GO:0009058;GO:0016779;GO:0034641;GO:0044281","EC:2.7.7.6","DNA-directed RNA polymerase","GO:0003677;GO:0003899;GO:0005730;GO:0006144;GO:0006206;GO:0006351;GO:0032549"
"LOC111135649",2,"XP_022341622.1","NC_035784.1","Gnomon","CDS","88314647","88315414",".","+","0","cds35568","rna38910","tigger transposable element-derived protein 4-like","F:GO:0003677","","","GO:0003677"
"LOC111132038",NA,"XP_022335380.1","NC_035784.1","Gnomon","CDS","88399711","88399866",".","-","2","cds35575","rna38918","thrombospondin-1-like","F:GO:0003674","","","GO:0005515"
"LOC111133129",8,"XP_022336935.1","NC_035784.1","Gnomon","CDS","88405433","88405553",".","+","0","cds35576","rna38920","transcription initiation factor TFIID subunit 9B-like isoform X1","F:GO:0003674; P:GO:0009058; P:GO:0034641","","","GO:0006352;GO:0046982"
"LOC111137306",NA,"XP_022344437.1","NC_035784.1","Gnomon","CDS","88415162","88415344",".","-","0","cds35578","rna38922","norrin-like","C:GO:0005615; P:GO:0007165; P:GO:0007267","","","GO:0005615;GO:0016055"
"LOC111136242",2,"XP_022342658.1","NC_035784.1","Gnomon","CDS","88424481","88424637",".","-","0","cds35579","rna38923","COP9 signalosome complex subunit 6-like","F:GO:0003674; C:GO:0005634; P:GO:0006464; C:GO:0032991","","","GO:0000338;GO:0005515;GO:0008180"
"LOC111135568",NA,"XP_022341450.1","NC_035784.1","Gnomon","CDS","88684255","88684714",".","+","1","cds35597","rna38941","uncharacterized protein LOC111135568 isoform X1","F:GO:0003674; P:GO:0006464","","","GO:0004842;GO:0016567"
"LOC111135654",7,"XP_022341626.1","NC_035784.1","Gnomon","CDS","88800125","88800210",".","+","2","cds35610","rna38955","MMS19 nucleotide excision repair protein homolog isoform X1","P:GO:0051604","","","GO:0097428"
"LOC111138389",15,"XP_022346031.1","NC_035784.1","Gnomon","CDS","89224478","89224522",".","+","0","cds35658","rna39007","stAR-related lipid transfer protein 7%2C mitochondrial-like","F:GO:0008289","","","GO:0008289"
"LOC111133695",18,"XP_022338016.1","NC_035784.1","Gnomon","CDS","89236653","89237077",".","-","0","cds35659","rna39008","serine protease HTRA2%2C mitochondrial-like","GO:0008233","EC:3.4.21","Acting on peptide bonds (peptidases)","GO:0004252;GO:0005515;GO:0006508"
"LOC111135494",101,"XP_022341322.1","NC_035784.1","Gnomon","CDS","89576625","89576719",".","+","0","cds35684","rna39033","WD repeat-containing protein 11-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111132029",NA,"XP_022335367.1","NC_035784.1","Gnomon","CDS","89620623","89620681",".","+","0","cds35688","rna39037","ribonuclease T2-like","GO:0003723;GO:0004518","EC:3.1.31; EC:3.1.27; EC:3.1.27.1","Acting on ester bonds; Acting on ester bonds; Ribonuclease T(2)","GO:0003723;GO:0033897"
"LOC111136263",12,"XP_022342703.1","NC_035784.1","Gnomon","CDS","90385913","90385929",".","-","0","cds35747","rna39099","uncharacterized protein LOC111136263 isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111135206",35,"XP_022340761.1","NC_035784.1","Gnomon","CDS","90406936","90407018",".","+","2","cds35756","rna39108","uncharacterized protein LOC111135206","","","",""
"LOC111135207",21,"XP_022340762.1","NC_035784.1","Gnomon","CDS","90404167","90404655",".","-","0","cds35757","rna39109","immunoglobulin superfamily member 10-like","","","",""
"LOC111135324",NA,"XP_022340990.1","NC_035784.1","Gnomon","CDS","90439536","90439613",".","+","0","cds35758","rna39110","uncharacterized protein LOC111135324","","","",""
"LOC111133990",NA,"XP_022338443.1","NC_035784.1","Gnomon","CDS","90502852","90504639",".","+","0","cds35766","rna39119","uncharacterized protein LOC111133990","F:GO:0043167","","","GO:0008270"
"LOC111137983",33,"XP_022345430.1","NC_035784.1","Gnomon","CDS","90543560","90543787",".","+","0","cds35771","rna39126","WD repeat-containing protein 54-like","F:GO:0003674","","","GO:0005515"
"LOC111133806",NA,"XP_022338189.1","NC_035784.1","Gnomon","CDS","90686292","90686367",".","+","2","cds35774","rna39129","uncharacterized protein LOC111133806","","","",""
"LOC111137468",NA,"XP_022344639.1","NC_035784.1","Gnomon","CDS","90848106","90849608",".","-","0","cds35785","rna39143","uncharacterized protein LOC111137468","F:GO:0043167","","","GO:0008270"
"LOC111137469",NA,"XP_022344640.1","NC_035784.1","Gnomon","CDS","90858022","90859512",".","-","0","cds35786","rna39144","uncharacterized protein LOC111137469","F:GO:0043167","","","GO:0008270"
"LOC111137470",117,"XP_022344641.1","NC_035784.1","Gnomon","CDS","90886202","90887473",".","-","0","cds35787","rna39145","uncharacterized protein LOC111137470","","","",""
"LOC111136718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111135528",NA,"XP_022341386.1","NC_035784.1","Gnomon","CDS","91268826","91269398",".","-","0","cds35819","rna39180","uncharacterized protein LOC111135528","","","",""
"LOC111135531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111135520",NA,"XP_022341373.1","NC_035784.1","Gnomon","CDS","91468986","91470188",".","+","0","cds35834","rna39195","uncharacterized protein LOC111135520","","","",""
"LOC111135526",NA,"XP_022341382.1","NC_035784.1","Gnomon","CDS","91575086","91575239",".","+","0","cds35848","rna39210","thymidylate kinase-like isoform X1","GO:0009058;GO:0016301;GO:0034641;GO:0043167;GO:0044281","EC:2.7.4.4; EC:2.7.4.9","Nucleoside-phosphate kinase; dTMP kinase","GO:0004798;GO:0005524;GO:0006206;GO:0006233"
"LOC111135530",NA,"XP_022341387.1","NC_035784.1","Gnomon","CDS","91692721","91692804",".","+","0","cds35861","rna39226","thymidylate kinase-like","","","",""
"LOC111135507",NA,"XP_022341349.1","NC_035784.1","Gnomon","CDS","91879927","91879929",".","+","0","cds35876","rna39242","tripartite motif-containing protein 5-like","F:GO:0043167","","","GO:0005515;GO:0008270"
"LOC111132798",168,"XP_022336328.1","NC_035784.1","Gnomon","CDS","91904619","91904669",".","+","0","cds35878","rna39244","serine/threonine-protein kinase mig-15-like isoform X1","P:GO:0006464; F:GO:0016301; F:GO:0043167","","","GO:0004672;GO:0005524;GO:0006468"
"LOC111134931",NA,"XP_022340231.1","NC_035784.1","Gnomon","CDS","92072607","92074358",".","+","0","cds35894","rna39260","uncharacterized protein LOC111134931","F:GO:0043167","","","GO:0005515;GO:0008270"
"LOC111134605",26,"XP_022339483.1","NC_035784.1","Gnomon","CDS","92387255","92387403",".","-","0","cds35918","rna39289","protein FAM122A-like isoform X1","","","",""
"LOC111138056",NA,"XP_022345551.1","NC_035784.1","Gnomon","CDS","92457304","92457318",".","+","0","cds35924","rna39295","uncharacterized protein LOC111138056 isoform X1","F:GO:0043167","","","GO:0008270"
"LOC111105055",NA,"XP_022294939.1","NC_035780.1","Gnomon","CDS","37271930","37271948",".","-","0","cds3500","rna3853","adapter protein CIKS-like","","","",""
"LOC111137757",NA,"XP_022345100.1","NC_035784.1","Gnomon","CDS","92662058","92662384",".","-","0","cds35939","rna39310","carbohydrate sulfotransferase 15-like isoform X1","F:GO:0003674","","","GO:0008146"
"LOC111133303",8,"XP_022337318.1","NC_035780.1","Gnomon","CDS","37293345","37293435",".","-","0","cds3504","rna3857","ABC transporter G family member 22-like","GO:0005575;GO:0016887;GO:0043167","EC:3.6.1.3; EC:3.6.1.15","Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase","GO:0005524;GO:0016020;GO:0016887"
"LOC111132909",39,"XP_022336546.1","NC_035784.1","Gnomon","CDS","93019486","93019679",".","-","2","cds35971","rna39343","protein FAM45A-like","","","",""
"LOC111132867",NA,"XP_022336487.1","NC_035784.1","Gnomon","CDS","94629670","94629817",".","-","0","cds36054","rna39435","uncharacterized protein LOC111132867 isoform X1","","","",""
"LOC111134326",NA,"XP_022338964.1","NC_035784.1","Gnomon","CDS","94669225","94670910",".","-","0","cds36057","rna39438","E3 ubiquitin-protein ligase TRIM71-like","F:GO:0043167","","","GO:0008270"
"LOC111134737",311,"XP_022339771.1","NC_035784.1","Gnomon","CDS","95002619","95002845",".","+","0","cds36102","rna39489","nuclear hormone receptor HR96-like isoform X1","F:GO:0003677; F:GO:0003700; C:GO:0005634; P:GO:0007165; P:GO:0009058; P:GO:0034641; F:GO:0043167","","","GO:0003707;GO:0004879;GO:0005634;GO:0006355;GO:0007165;GO:0008270;GO:0043565"
"LOC111137119",NA,"XP_022344123.1","NC_035784.1","Gnomon","CDS","95064693","95065754",".","+","0","cds36107","rna39503","sphingosine 1-phosphate receptor 1-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111137126",9,"XP_022344130.1","NC_035784.1","Gnomon","CDS","95088434","95088553",".","-","0","cds36110","rna39506","inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B-like isoform X1","","","",""
"LOC111133672",31,"XP_022337978.1","NC_035784.1","Gnomon","CDS","95090974","95091103",".","+","0","cds36112","rna39508","protection of telomeres protein 1-like","C:GO:0000228; F:GO:0003677; P:GO:0006259; P:GO:0042592; P:GO:0051276","","","GO:0000723;GO:0000784;GO:0043047"
"LOC111134781",NA,"XP_022339849.1","NC_035784.1","Gnomon","CDS","95343327","95343395",".","+","2","cds36128","rna39524","uncharacterized protein LOC111134781 isoform X1","","","",""
"LOC111135925",30,"XP_022342115.1","NC_035784.1","Gnomon","CDS","95700055","95700150",".","-","1","cds36146","rna39551","Na(+)/H(+) exchanger beta-like isoform X1","C:GO:0005575; F:GO:0022857; P:GO:0042592","","","GO:0006814;GO:0006885;GO:0015385;GO:0016021;GO:1902600"
"LOC111111799",NA,"XP_022304658.1","NC_035780.1","Gnomon","CDS","3948227","3949408",".","+","0","cds362","rna385","uncharacterized protein LOC111111799","","","",""
"LOC111134741",NA,"XP_022339787.1","NC_035784.1","Gnomon","CDS","95800581","95800749",".","-","1","cds36154","rna39560","kinesin-related protein 4-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0005044;GO:0007165;GO:0016020"
"LOC111134743",NA,"XP_022339789.1","NC_035784.1","Gnomon","CDS","95812133","95812871",".","-","0","cds36155","rna39561","T-cell differentiation antigen CD6-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0005044;GO:0007165;GO:0016020"
"LOC111113423",NA,"XP_022307399.1","NC_035780.1","Gnomon","CDS","37413706","37414956",".","+","0","cds3516","rna3878","melanocortin receptor 5-like","F:GO:0003674; C:GO:0005575; P:GO:0007165","","","GO:0004930;GO:0007186;GO:0016021"
"LOC111135885",NA,"XP_022342032.1","NC_035784.1","Gnomon","CDS","96039349","96039412",".","+","0","cds36192","rna39598","DEAD-box ATP-dependent RNA helicase 9-like","","","",""
"LOC111135972",91,"XP_022342188.1","NC_035784.1","Gnomon","CDS","96086932","96086988",".","+","0","cds36196","rna39602","protein FAM160B1-like isoform X1","","","",""
"LOC111134592",105,"XP_022339461.1","NC_035784.1","Gnomon","CDS","96370793","96370907",".","-","0","cds36221","rna39627","ribonuclease H2 subunit B-like","C:GO:0005622; C:GO:0032991","","","GO:0032299"
"LOC111134591",56,"XP_022339459.1","NC_035784.1","Gnomon","CDS","96371017","96371138",".","+","0","cds36223","rna39629","ribonuclease P protein subunit p38-like isoform X1","","","",""
"LOC111135301",NA,"XP_022340949.1","NC_035784.1","Gnomon","CDS","96514108","96515824",".","-","0","cds36237","rna39645","uncharacterized protein LOC111135301","F:GO:0043167","","","GO:0008270"
"LOC111136507",133,"XP_022343109.1","NC_035784.1","Gnomon","CDS","96556629","96556778",".","-","0","cds36238","rna39647","integrator complex subunit 6-like","","","",""
"LOC111136646",17,"XP_022343358.1","NC_035784.1","Gnomon","CDS","96963109","96963329",".","-","0","cds36270","rna39681","probable 28S ribosomal protein S26%2C mitochondrial","C:GO:0005739; C:GO:0005840","","","GO:0005763"
"LOC111132806",28,"XP_022336352.1","NC_035784.1","Gnomon","CDS","96981882","96982063",".","-","0","cds36273","rna39684","uncharacterized protein LOC111132806","","","",""
"LOC111135292",115,"XP_022340934.1","NC_035784.1","Gnomon","CDS","97027704","97027820",".","+","0","cds36278","rna39689","uncharacterized protein LOC111135292 isoform X1","","","",""
"LOC111133301",80,"XP_022337272.1","NC_035784.1","Gnomon","CDS","97209756","97209831",".","-","0","cds36301","rna39712","equilibrative nucleoside transporter 1-like","C:GO:0005575; F:GO:0022857","","","GO:0005337;GO:0016021;GO:1901642"
"LOC111133304",39,"XP_022337281.1","NC_035784.1","Gnomon","CDS","97219206","97219224",".","+","0","cds36304","rna39716","mannose-6-phosphate isomerase-like","GO:0005975;GO:0009058;GO:0016853;GO:0034641;GO:0043167;GO:0044281","EC:5.3.1.8","Mannose-6-phosphate isomerase","GO:0004476;GO:0006000;GO:0006013;GO:0008270;GO:0009298"
"LOC111133312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111135128",2,"XP_022340637.1","NC_035780.1","Gnomon","CDS","37627644","37627802",".","+","0","cds3526","rna3888","uncharacterized protein LOC111135128 isoform X1","","","",""
"LOC111133275",NA,"XP_022337195.1","NC_035784.1","Gnomon","CDS","98561319","98565929",".","+","0","cds36390","rna39808","uncharacterized protein LOC111133275","F:GO:0003674; P:GO:0006259","","","GO:0003676;GO:0015074"
"LOC111099696",7,"XP_022286812.1","NC_035785.1","Gnomon","CDS","94656","94841",".","-","0","cds36399","rna39819","transmembrane and TPR repeat-containing protein 3-like isoform X1","F:GO:0003674","","","GO:0005515"
"LOC111100273",10,"XP_022287668.1","NC_035785.1","Gnomon","CDS","561523","561592",".","+","0","cds36421","rna39847","cleavage stimulation factor subunit 2-like","F:GO:0003674; P:GO:0006397","","","GO:0003676;GO:0031124"
"LOC111100656",NA,"XP_022288451.1","NC_035785.1","Gnomon","CDS","705718","705881",".","+","0","cds36439","rna39865","uncharacterized protein LOC111100656","","","",""
"LOC111101182",NA,"XP_022289260.1","NC_035785.1","Gnomon","CDS","896879","898540",".","-","0","cds36454","rna39880","uncharacterized protein LOC111101182","F:GO:0043167","","","GO:0008270"
"LOC111099521",NA,"XP_022286541.1","NC_035785.1","Gnomon","CDS","920428","920593",".","-","2","cds36456","rna39882","uncharacterized protein LOC111099521","","","",""
"LOC111099626",50,"XP_022286697.1","NC_035785.1","Gnomon","CDS","956374","956637",".","-","2","cds36471","rna39897","LOW QUALITY PROTEIN: transmembrane protein 161B-like","","","",""
"LOC111100778",NA,"XP_022288577.1","NC_035785.1","Gnomon","CDS","1172598","1172994",".","-","1","cds36488","rna39914","uncharacterized protein LOC111100778","","","",""
"LOC111101297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOC111124863",2,"XP_022323806.1","NC_035780.1","Gnomon","CDS","3978902","3978946",".","+","0","cds366","rna389","uncharacterized protein LOC111124863","F:GO:0003674","","","GO:0003676"
"LOC111104480",5,"XP_022294170.1","NC_035780.1","Gnomon","CDS","37773245","37773427",".","-","0","cds3542","rna3905","nuclear receptor ROR-beta-like","F:GO:0003677; F:GO:0003700; C:GO:0005634; P:GO:0009058; C:GO:0032991; P:GO:0034641; F:GO:0043167","","","GO:0003700;GO:0005634;GO:0005667;GO:0006355;GO:0006355;GO:0008270;GO:0043565"
"LOC111099651",NA,"XP_022286725.1","NC_035785.1","Gnomon","CDS","1808627","1808690",".","-","0","cds36514","rna39966","mucin-22-like","","","",""
"LOC111137153",22,"XP_022344179.1","NC_035780.1","Gnomon","CDS","37777695","37777868",".","+","0","cds3543","rna3906","retinoic acid receptor alpha-like","F:GO:0003677; F:GO:0003700; C:GO:0005634; P:GO:0007165; P:GO:0009058; C:GO:0032991; P:GO:0034641; F:GO:0043167","","","GO:0003700;GO:0003707;GO:0005634;GO:0005667;GO:0006355;GO:0006355;GO:0007165;GO:0008270;GO:0043565"
"LOC111101492",NA,"XP_022289718.1","NC_035785.1","Gnomon","CDS","1846998","1847302",".","+","0","cds36520","rna39972","probable beta-D-xylosidase 2","P:GO:0005975; F:GO:0016798","","","GO:0004553;GO:0005975"
"LOC111100866",28,"XP_022288698.1","NC_035785.1","Gnomon","CDS","2249032","2249173",".","+","2","cds36541","rna39996","tyrosine-protein phosphatase 10D-like","GO:0006464;GO:0006520;GO:0016791","EC:3.1.3.16; EC:3.1.3.48","Protein-serine/threonine phosphatase; Protein-tyrosine-phosphatase","GO:0004725;GO:0005515;GO:0006470;GO:0006570"
"LOC111107312",NA,"XP_022298161.1","NC_035780.1","Gnomon","CDS","37884138","37885320",".","-","1","cds3549","rna3912","zinc finger BED domain-containing protein 1-like","F:GO:0003677","","","GO:0003677"
"LOC111100927",2,"XP_022288818.1","NC_035785.1","Gnomon","CDS","2614167","2615828",".","-","0","cds36565","rna40023","uncharacterized protein LOC111100927","F:GO:0043167","","","GO:0008270"
"LOC111100923",NA,"XP_022288810.1","NC_035785.1","Gnomon","CDS","2650075","2651742",".","-","0","cds36568","rna40026","uncharacterized protein LOC111100923","F:GO:0043167","","","GO:0005515;GO:0008270"
"LOC111100692",NA,"XP_022288485.1","NC_035785.1","Gnomon","CDS","2732044","2732106",".","-","0","cds36573","rna40031","LOW QUALITY PROTEIN: V-type proton ATPase subunit E-like","GO:0006091;GO:0016887;GO:0022857;GO:0032991","EC:3.6.1.3; EC:3.6.1.15","Adenosinetriphosphatase; Nucleoside-triphosphate phosphatase","GO:0006119;GO:0015991;GO:0033178;GO:0046961;GO:1902600"
"LOC111116839",NA,"XP_022311565.1","NC_035780.1","Gnomon","CDS","37915445","37915569",".","-","1","cds3551","rna3915","sodium-dependent proline transporter-like isoform X1","C:GO:0005575; F:GO:0022857","","","GO:0005328;GO:0006812;GO:0006836;GO:0016021"
"LOC111100937",NA,"XP_022288828.1","NC_035785.1","Gnomon","CDS","2941020","2942084",".","-","0","cds36588","rna40053","uncharacterized protein LOC111100937","","","",""
"LOC111099889",NA,"XP_022287087.1","NC_035785.1","Gnomon","CDS","3331214","3331225",".","+","0","cds36620","rna40089","uncharacterized protein LOC111099889","","","",""
"LOC111099642",NA,"XP_022286715.1","NC_035785.1","Gnomon","CDS","3417436","3417512",".","-","0","cds36629","rna40098","uncharacterized protein LOC111099642 isoform X1","","","",""
"LOC111101158",NA,"XP_022289212.1","NC_035785.1","Gnomon","CDS","3672409","3673830",".","-","0","cds36647","rna40120","cyclic GMP-AMP synthase-like","","","",""
"LOC111099749",NA,"XP_022286890.1","NC_035785.1","Gnomon","CDS","3701041","3702735",".","+","0","cds36651","rna40124","uncharacterized protein LOC111099749","F:GO:0043167","","","GO:0008270"
"LOC111117033",31,"XP_022311807.1","NC_035780.1","Gnomon","CDS","38049146","38049420",".","+","2","cds3567","rna3932","transcription termination factor 3%2C mitochondrial-like","F:GO:0003677; P:GO:0009058; P:GO:0034641","","","GO:0003690;GO:0006355"
"LOC111101510",NA,"XP_022289742.1","NC_035785.1","Gnomon","CDS","4142852","4143076",".","-","2","cds36687","rna40167","transmembrane protein 181-like isoform X1","P:GO:0002376; F:GO:0003674; C:GO:0032991","","","GO:0006955;GO:0015643;GO:0019814"
