"","ID","Date","Timepoint","TankID","shelf","tank","pCO2","PopOrigin","length","width","DrillDate","t_start","t_shuck","t_end","g_index","g_collect","g_20","m_tissue","dm_tissue","g_tissue","p_fluid","wet_wgt","tin_wgt","dry_wgt","wet_wgtcorr","dry_wgtcorr","bag_wgt","totalshell_wgt","shell_wgt","dry_end_meas","Hard_Nell_Index","Hard_Nell_Size_Correction","ShellWt_ShellSizeCor","Simple_ConditionIndex","Repair_Shell_Quality","notes.x","buoyant_bw1","date_bw1","asDate_bw1","StandardWgt_bw1","Temp_bw1","Salinity_bw1","buoyant_bw2","date_bw2","asDate_bw2","StandardWgt_bw2","Temp_bw2","Salinity_bw2","buoyant_bw3","date_bw3","asDate_bw3","StandardWgt_bw3","Temp_bw3","Salinity_bw3","density_bw1","density_bw2","density_bw3","DayDiff_bw1_bw2","DayDiff_bw2_bw3","DensityCorrection_bw2","StandardCorrection_bw2","DensityCorrection_bw3","StandardCorrection_bw3","DW1_calc","DW2pre_calc","DW2_calc","DW3_calc","dry_Shell_Wgt","Measurer","CompleteRecord","DryWgtDelta_DW1_DW2","PercentChange_DW1_DW2","PercentChangePerDay_DW1_DW2","DryWgtDelta_DW2_DW3","PercentChange_DW2_DW3","PercentChangePerDay_DW2_DW3","PercentChangePerDayStandardized_Exposure","notes.y","EPF_pH_raw","EPF_NBS_Corr","EPF_NBS_pH","EPF_Total_Corr","EPF_Total_pH","EPF_DIC","EPF_Salinity","EPF_Calcite_Calc","EPF_TA_Calc","Temp_Complete","Sal_Complete","CT_Complete","AT_Complete","pH_Complete","pCO2_Complete","CaSat_Complete","ArgSat_Complete","Temp_2W","Sal_2W","pH_NBS_2W","pH_SW_2W","pH_Total_2W","pH_scaleFree_2W","Temp_Cal","Sal_Cal","CT_Cal","AT_Cal","pH_Cal","pCO2_Cal","CaSat_Cal","ArgSat_Cal"
"53",17116,2017-06-26,22,8,3,2,900,"Rowley1-RR",3.69,2.401,20170427,"13:40","13:47","13:51",0,"Y",NA,"Y","Y","Y","Y",5.69,1.29,1.92,4.4,0.63,NA,NA,NA,72.33,"1.979563365","0.5364670366",8.163942531,21.16563421,2,"",43.821,170504,"05/04/17",2.77,13,32.43,43.855,170601,"06/01/17",2.8,17,29.6,NA,NA,NA,NA,NA,NA,1.02441,1.02138,NA,NA,NA,43.99,43.52,NA,NA,79.13,78.56,79.19,NA,72.33,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"",7.275862069,0.079423,7.355285,-0.020434,7.255428,NA,NA,NA,NA,17.0333333333333,30.5326918966667,2012.91465033333,2086.85488866667,7.68666666666667,951.3,1.82,1.16333333333333,16.9285714285714,30.6814360928571,7.91978,7.79705571428571,7.79750447914286,7.61621,NA,NA,NA,NA,NA,NA,NA,NA
"54",17117,2017-06-06,2,5,2,2,400,"Ipswich",5.018,2.397,20170427,"11:03","11:11","11:16",0,"N",NA,"Y","Y","Y","N",12.52,1.3,3.04,11.22,1.74,11.44,106.08,94.64,94.64,"1.63863286","0.3265509885",7.868211776,50.17067023,3,"Maybe dying, detached from shell",55.448,170504,"05/04/17",2.76,13,32.43,55.338,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02441,1.0212,NA,NA,NA,55.51,54.57,NA,NA,100.85,99.21,100.64,NA,94.64,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",6.982725561,0.079423,7.062149,-0.020434,6.962292,NA,NA,NA,NA,17.9,30.52271327,1936.974595,2063.503181,7.833,645.4,2.51,1.61,17.4666666666667,30.0589713,8.07183333333333,7.9516,7.95204019566667,7.77442333333333,NA,NA,NA,NA,NA,NA,NA,NA
"55",17119,2017-06-05,1,3,1,3,400,"Ipswich",5.387,2.004,20170427,"15:08","15:19","15:24",0,"Y",NA,"Y","Y","Y","Y",11.24,1.3,2.35,9.94,1.05,11.4,83.37,71.97,71.97,"1.467747712","0.2724610566",6.666637025,31.95706991,1,"",42.005,170504,"05/04/17",2.77,13,32.43,39.805,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02441,1.0212,NA,NA,NA,39.93,39.57,NA,NA,75.73,71.19,71.63,NA,71.97,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.466409853,0.079423,7.545833,-0.020434,7.445976,NA,NA,NA,NA,18.1,30.52271327,1913.169539,2068.176676,7.905,536.6,2.93,1.87,17.85,29.976523415,8.06018,7.940275,7.9407128865,7.763585,NA,NA,NA,NA,NA,NA,NA,NA
"56",17120,2017-07-24,50,7,3,1,900,"Rowley1-RR",3.187,2.04,20170427,"14:22","14:28","14:30",0,"N","N","Y","Y","Y","Y",4.64,1.3,1.631,3.34,0.331,NA,NA,NA,36.703,"2.700100711","0.847223317",5.645329986,12.98141035,2,"",22.093,170504,"05/04/17",2.77,13,32.43,21.974,170601,"06/01/17",2.81,17,29.6,21.941,170705,"07/05/17",2.79,17,NA,1.02441,1.02138,1.0226,28,34,22.04,21.75,21.91,22.04,38.54,37.9,38.31,38.45,36.7,"Louise",1,-0.2223,-0.5769,-0.0206,0.1318,0.3427,0.0101,0.0307,"",7.731285988,0.079423,7.810709,-0.020434,7.710852,NA,NA,NA,NA,17.55,30.8664163983333,2048.77536366667,2117.77163166667,7.658,1037.16666666667,1.78333333333333,1.14,18.0142857142857,30.9661154971429,7.83831285714286,7.71444857142857,7.714903039,7.53192571428571,17.375,30.7527124375,2034.85212425,2104.5855655,7.66475,1015.775,1.7825,1.14
"57",17122,2017-06-13,9,10,4,1,2800,"Ipswich",3.405,2.333,20170427,"14:35","14:42","14:46",0,"Y",NA,"Y","Y","Y","Y",9.1,1.27,2.63,7.83,1.36,11.47,57.48,46.01,46.01,"3.775069166","1.108684043",5.791890975,48.25285126,4,"Valve came off",27.196,170505,"05/05/17",2.79,12.9,32.53,27.11,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.0245,1.0212,NA,NA,NA,27.2,27.11,NA,NA,48.07,47.91,47.91,NA,46.01,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.857963804,0.079423,7.937387,-0.020434,7.83753,23375.76,32.081,30.34,24386.2,17.65,30.30817371,1983.9055425,2091.7994875,7.325,2303.75,0.85,0.545,17.3666666666667,30.0886912383333,7.51907666666667,7.39872333333333,7.399164413,7.22137166666667,NA,NA,NA,NA,NA,NA,NA,NA
"58",17129,2017-07-24,50,12,4,3,2800,"Rowley2-Sawyers",4.381,2.201,20170427,"13:56","14:03","14:08",0,"N","N","Y","Y","Y","Y",3.69,1.28,1.635,2.41,0.355,NA,NA,NA,NA,"#VALUE!","#VALUE!",NA,11.43224979,NA,"",28.079,170504,"05/04/17",2.76,13,32.43,27.553,170601,"06/01/17",2.8,17,29.6,27.111,170705,"07/05/17",2.79,17,NA,1.02441,1.02138,1.0226,28,34,27.63,27.2,27.08,27.17,49.72,48.07,48.74,48.02,NA,"Louise",1,-0.9827,-1.9765,-0.0706,-0.7117,-1.4821,-0.0436,0.027,"",7.414587332,0.079423,7.49401,-0.020434,7.394154,NA,NA,NA,NA,17.8,30.871979795,2057.776161,2141.28330133333,7.30216666666667,2513.55,0.846666666666667,0.543333333333333,18.2857142857143,30.9375037428571,7.36775285714286,7.24400428571429,7.24445654228571,7.06164857142857,17.55,30.7527124375,1982.34567075,2130.862156,7.31825,2403.1,0.8625,0.5525
"59",17130,2017-08-23,80,18,6,3,2800,"Rowley1-RR",2.672,1.977,20170427,"14:02","14:08","14:12",0,"N","N","Y","Y","Y","Y",2.89,1.28,1.579,1.61,0.299,NA,NA,NA,21.806,"8.516659897","3.187372716",4.127935328,13.00917113,1,"Stabbed while shucking",13.159,170506,"05/06/17",2.8,13,32.67,13.233,170601,"06/01/17",2.8,17,29.6,13.153,170707,"07/07/17",2.81,16.8,NA,1.02459,1.02138,1.02265,26,36,13.27,13.26,13.14,13.09,21.85,22.04,21.98,21.71,21.81,"Louise",1,0.1389,0.6357,0.0244,-0.2764,-1.2735,-0.0354,-0.0598,"",7.097518754,0.079423,7.176942,-0.020434,7.077085,NA,NA,NA,NA,17.925,30.89179049875,2231.70941475,2166.043114375,7.21976625,3073.761375,0.71371375,0.45526,19.3428571428571,31.0667579928571,7.33926285714286,7.21499714285714,7.21545181114286,7.03188,17.15,30.7527124375,2187.26277625,2130.31986075,7.251,2785.8,0.7275,0.4625
"60",17131,2017-06-05,1,17,6,2,2800,"Ipswich",3.983,1.8,20170427,"13:09","13:14","13:19",0,"N",NA,"Y","Y","Y","Y",4.25,1.28,1.69,2.97,0.41,11.35,48.84,37.49,37.49,"3.682238945","0.9244888137",5.22916841,15.31237128,2,"",21.634,170506,"05/06/17",2.8,13,32.67,21.493,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02459,1.0212,NA,NA,NA,21.56,21.52,NA,NA,37.68,37.47,37.41,NA,37.49,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",6.861804488,0.079423,6.941227,-0.020434,6.841371,NA,NA,NA,NA,17.6,30.52271327,2170.232694,2115.38708,7.252,2766.5,0.73,0.47,17.2,29.976523415,7.702045,7.58214,7.5825776745,7.40545,NA,NA,NA,NA,NA,NA,NA,NA
"61",17133,2017-07-24,50,10,4,1,2800,"Rowley1-RR",2.939,1.977,20170427,"13:33","13:37","13:41",0,"N","N","Y","Y","Y","Y",3.56,1.29,1.543,2.27,0.253,NA,NA,NA,25.014,"4.455654613","1.516044441",4.305037017,10.49584464,2,"",15.006,170506,"05/06/17",2.8,13,32.67,15.009,170601,"06/01/17",2.8,17,29.6,14.856,170705,"07/05/17",2.79,17,NA,1.02459,1.02138,1.0226,26,34,15.06,15.04,14.84,14.89,25.3,25.37,25.3,25.08,25.01,"Louise",1,0.0044,0.0172,7e-04,-0.2227,-0.8882,-0.0261,-0.0268,"",7.161228407,0.079423,7.240651,-0.020434,7.140795,NA,NA,NA,NA,17.6333333333333,30.8664163983333,2135.20763966667,2141.470415,7.2985,2534.21666666667,0.833333333333333,0.535,18.3285714285714,30.9470409942857,7.37024571428571,7.24646,7.24691393871429,7.06405,17.3,30.7527124375,2091.51209725,2129.94939625,7.33025,2325.725,0.875,0.56
"62",17135,2017-06-13,9,14,5,2,900,"Rowley2-Sawyers",2.408,1.464,20170427,"10:40","10:48","10:53",0,"N",NA,"Y","Y","Y","N",2.78,1.31,1.5,1.47,0.19,11.47,27.83,16.36,16.36,"7.900470702","3.280926371",4.640723998,10.11940136,2,"",9.165,170506,"05/06/17",2.8,13,32.67,9.092,170531,"05/31/17",2.81,17.2,29.47,NA,NA,NA,NA,NA,NA,1.02459,1.02123,NA,NA,NA,9.12,9.1,NA,NA,14.38,14.27,14.25,NA,16.36,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.316698049,0.079423,7.396121,-0.020434,7.296264,3646.09,32.081,1.3,3550.9,17.7,30.30817371,1535.606664,2067.4784575,7.7365,837.75,2.05,1.31,17.7,30.105099965,7.89783166666667,7.77741166666667,7.7778518305,7.59996,NA,NA,NA,NA,NA,NA,NA,NA
"63",17138,2017-06-05,1,4,2,1,400,"Rowley2-Sawyers",3.127,1.58,20170427,"11:43","12:09","12:13",0,"N",NA,"Y","Y","Y","Y",4.37,1.3,1.79,3.07,0.49,11.35,36.39,25.04,25.04,"6.374166155","2.038428575",5.06814879,22.04466969,2,"",12.556,170506,"05/06/17",2.8,13,32.67,12.73,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02459,1.0212,NA,NA,NA,12.77,12.79,NA,NA,20.72,21.15,21.04,NA,25.04,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"Returned to tank temporarily before shucking",7.282149171,0.079423,7.361572,-0.020434,7.261716,NA,NA,NA,NA,17.9,30.52271327,1934.243691,2067.48616,7.851,617.3,2.61,1.67,17.3,29.992983335,8.057415,7.937445,7.9378855875,7.760655,NA,NA,NA,NA,NA,NA,NA,NA
"64",17141,2017-06-05,1,7,3,1,900,"Rowley2-Sawyers",2.513,2.045,20170427,"14:27","14:37","14:41",0,"N",NA,"Y","Y","Y","Y",3.93,1.29,1.6,2.64,0.31,11.38,33.94,22.56,22.56,"5.204975285","2.071219771",4.389886526,13.67473104,3,"",12.294,170504,"05/04/17",2.79,12.9,32.43,12.295,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02443,1.0212,NA,NA,NA,12.33,12.26,NA,NA,20.23,20.16,20.23,NA,22.56,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.616121658,0.079423,7.695545,-0.020434,7.595688,NA,NA,NA,NA,17.5,30.52271327,2027.867543,2082.507393,7.617,1122.5,1.59,1.02,17.1,29.9600635,7.91058,7.79074,7.7911795355,7.61415,NA,NA,NA,NA,NA,NA,NA,NA
"65",17142,2017-06-13,9,16,6,1,2800,"Rowley1-RR",2.524,2.052,20170427,"13:22","13:27","13:32",0,"N",NA,"Y","Y","Y","Y",3.9,1.29,1.69,2.61,0.4,11.46,42.79,31.33,31.33,"4.891691828","1.938071247",6.049140725,17.57626686,1,"",18.293,170505,"05/05/17",2.79,12.9,32.53,18.253,170531,"05/31/17",2.81,17.2,29.47,NA,NA,NA,NA,NA,NA,1.0245,1.02123,NA,NA,NA,18.31,18.17,NA,NA,31.44,31.21,31.36,NA,31.33,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.811898634,0.079423,7.891322,-0.020434,7.791465,NA,NA,NA,NA,17.3,30.32511832,2153.04375,2086.2202635,7.2185,2961.1,0.665,0.425,17.2166666666667,30.110839085,7.54397666666667,7.42353333333333,7.42397486166667,7.24605166666667,NA,NA,NA,NA,NA,NA,NA,NA
"66",17143,2017-07-24,50,2,1,2,400,"Ipswich",2.731,1.981,20170427,"15:05","15:10","15:14",1,"Y","N","Y","Y","Y","Y",4.6,1.29,1.964,3.31,0.674,NA,NA,NA,39.959,"5.095857695","1.865931049",7.385985241,28.97722605,2,"",24.005,170505,"05/05/17",2.79,12.9,32.53,24.064,170601,"06/01/17",2.81,17,29.6,24.049,170705,"07/05/17",2.79,17,NA,1.0245,1.02138,1.0226,27,34,24.14,23.96,24.02,24.16,42.11,42.03,42.22,42.4,39.96,"Louise",1,0.1102,0.2618,0.0097,0.1846,0.4355,0.0128,0.0031,"",7.426103647,0.079423,7.505527,-0.020434,7.40567,NA,NA,NA,NA,17.68,30.777133078,1956.4106114,2109.3660076,7.8934,578.84,2.924,1.872,17.9428571428571,30.8517261057143,8.13700857142857,8.01360428571429,8.01405433157143,7.83175142857143,17.5333333333333,30.5660055833333,1944.45466866667,2082.163501,7.862,627.566666666667,2.69333333333333,1.72333333333333
"67",17145,2017-08-23,80,16,6,1,2800,"Ipswich",3.369,1.82,20170427,"10:51","10:33","11:01",0,"N","N","Y","Y","Y","Y",3.67,1.29,1.651,2.38,0.361,NA,NA,NA,NA,"#VALUE!","#VALUE!",NA,14.57877396,NA,"",21.984,170505,"05/05/17",2.79,12.9,32.53,22.047,170531,"05/31/17",2.8,17.2,29.47,21.869,170707,"07/07/17",2.79,16.7,NA,1.0245,1.02123,1.02267,26,37,22.12,22,21.84,21.89,38.33,38.36,38.45,38.16,NA,"Louise",1,0.1171,0.3054,0.0117,-0.2875,-0.7535,-0.0204,-0.0321,"",6.9186382,0.079423,6.998061,-0.020434,6.898205,NA,NA,NA,NA,17.925,30.90023839375,2223.645104875,2166.1429435,7.2431225,2909.240625,0.75637875,0.48536625,19.3428571428571,31.0715714128571,7.34091428571429,7.21663142857143,7.21708644414286,7.03348571428571,17.15,30.7611847425,2184.0928095,2131.0916305,7.26325,2721.275,0.755,0.485
"68",17147,2017-06-06,2,10,4,1,2800,"Rowley1-RR",4.948,1.615,20170427,"10:49","10:54","10:59",0,"Y",NA,"Y","Y","Y","Y",5.26,1.29,1.77,3.97,0.48,11.54,53.23,41.69,41.69,"2.900139146","0.5861235138",5.217106202,16.9800955,0,"",23.267,170504,"05/04/17",2.77,13,32.43,22.59,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02441,1.0212,NA,NA,NA,22.66,22.46,NA,NA,40.73,39.21,39.46,NA,41.69,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.305181756,0.079423,7.384605,-0.020434,7.284748,NA,NA,NA,NA,17.8,30.52271327,2156.099866,2119.868988,7.308,2428.4,0.84,0.54,17.3,30.0148574366667,7.58784333333333,7.46778666666667,7.46822595366667,7.29087,NA,NA,NA,NA,NA,NA,NA,NA
"69",17151,2017-06-26,22,14,5,2,900,"Ipswich",3.088,2.12,20170427,"10:42","10:58","11:05",0,"Y",NA,"Y","Y","Y","Y",7.7,1.27,2.54,6.43,1.27,NA,NA,NA,40.56,"4.869616964","1.576948499",6.195620295,49.63604215,2,"",24.454,170504,"05/04/17",2.79,12.9,32.43,24.493,170601,"06/01/17",2.81,17,29.6,NA,NA,NA,NA,NA,NA,1.02443,1.02138,NA,NA,NA,24.57,24.38,NA,NA,42.95,42.81,43.02,NA,40.56,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"",7.528735632,0.079423,7.608159,-0.020434,7.508302,NA,NA,NA,NA,17.4,30.5882147066667,1701.56904733333,2094.36908066667,7.75766666666667,800.533333333333,2.15666666666667,1.38,17.0571428571429,30.7147542671429,7.94703,7.82417142857143,7.82462205457143,7.64313,NA,NA,NA,NA,NA,NA,NA,NA
"70",17154,2017-06-13,9,7,3,1,900,"Ipswich",3.841,2.465,20170427,"13:36","13:40","13:45",0,"Y","Y","Y","Y","Y","Y",11.74,1.31,3.16,10.43,1.85,11.41,91.55,80.14,80.14,"2.213288777","0.5762272266",8.464242694,60.1230651,3,"",45.156,170504,"05/04/17",2.79,12.9,32.43,45.052,170531,"05/31/17",2.8,17.2,29.47,NA,NA,NA,NA,NA,NA,1.02443,1.02123,NA,NA,NA,45.19,44.95,NA,NA,81.62,81.24,81.43,NA,80.14,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"See photo for G1 maturity",7.477926146,0.079423,7.557349,-0.020434,7.457492,13044.99,32.081,6.88,12949.6,17.2,30.30817371,1993.6744745,2066.5208165,7.684,957.3,1.8,1.15,17.0166666666667,30.0884193016667,7.851205,7.73085333333333,7.731292588,7.55350166666667,NA,NA,NA,NA,NA,NA,NA,NA
"71",17155,2017-06-06,2,9,3,3,900,"Rowley2-Sawyers",2.498,1.876,20170427,"13:47","13:53","13:57",0,"N",NA,"Y","Y","Y","Y",3.07,1.29,1.52,1.78,0.23,11.43,40.78,29.35,29.35,"4.402503685","1.762411403",6.263006141,10.62466394,2,"",16.748,170505,"05/05/17",2.79,12.9,32.53,16.764,170530,"05/30/17",2.74,17.2,29.43,NA,NA,NA,NA,NA,NA,1.0245,1.0212,NA,NA,NA,16.82,17.07,NA,NA,28.55,29.15,28.58,NA,29.35,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.346148743,0.079423,7.425572,-0.020434,7.325715,NA,NA,NA,NA,17.4,30.52271327,2002.897836,2082.907693,7.701,910.7,1.89,1.21,17.3666666666667,29.9814961133333,7.87239333333333,7.75247,7.75290703733333,7.57574666666667,NA,NA,NA,NA,NA,NA,NA,NA
"72",17157,2017-06-26,22,6,2,3,400,"Ipswich",2.979,2.137,20170427,"14:20","14:26","14:30",0,"Y",NA,"Y","Y","Y","Y",8.28,1.29,2.36,6.99,1.07,NA,NA,NA,39.87,"3.839373529","1.288812866",6.262838465,42.40785097,4,"",23.871,170505,"05/05/17",2.79,12.9,32.53,23.857,170601,"06/01/17",2.8,17,29.6,NA,NA,NA,NA,NA,NA,1.0245,1.02138,NA,NA,NA,23.93,23.82,NA,NA,41.86,41.75,41.83,NA,39.87,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"",7.781609195,0.079423,7.861032,-0.020434,7.761176,NA,NA,NA,NA,17.3333333333333,30.5660055833333,1924.64392533333,2087.714916,7.934,502.933333333333,3.04666666666667,1.94666666666667,16.8285714285714,30.7148550228571,8.21257142857143,8.08971428571429,8.09016351214286,7.90867,NA,NA,NA,NA,NA,NA,NA,NA
"73",17158,2017-07-24,50,9,3,3,900,"Rowley2-Sawyers",3.5,1.943,20170501,"15:11","15:21","15:24",0,"N","N","Y","Y","Y","Y",5.57,1.29,1.663,4.28,0.373,NA,NA,NA,37.207,"2.342288621","0.6692253202",5.471215352,14.30337119,1,"",16.267,170505,"05/05/17",2.79,12.9,32.53,15.997,170601,"06/01/17",2.81,17,29.6,15.681,170705,"07/05/17",2.79,17,NA,1.0245,1.02138,1.0226,27,34,16.05,15.93,15.66,15.76,27.65,27.02,27.15,26.7,37.21,"Louise",1,-0.5044,-1.8242,-0.0676,-0.4504,-1.6873,-0.0496,0.0179,"",7.834932821,0.079423,7.914356,-0.020434,7.814499,NA,NA,NA,NA,17.42,30.777173096,2024.721241,2116.0465852,7.729,876.68,2.066,1.324,18.0714285714286,30.9804213757143,7.83607571428571,7.71215428571429,7.71260814685714,7.52954571428571,17.0333333333333,30.5326918966667,1992.717583,2092.42291166667,7.76466666666667,791.3,2.15666666666667,1.38
"74",17162,2017-06-13,9,6,2,3,400,"Rowley1-RR",4.383,2.317,20170427,"11:25","11:28","11:33",0,"N",NA,"Y","Y","Y","Y",9.24,1.29,2.2,7.95,0.91,11.37,94.4,83.03,83.03,"1.378603021","0.3145341138",8.175936946,28.55568878,5,"",46.606,170505,"05/05/17",2.79,12.9,32.53,46.498,170531,"05/31/17",2.8,17.2,29.47,NA,NA,NA,NA,NA,NA,1.0245,1.02123,NA,NA,NA,46.65,46.41,NA,NA,84.33,83.97,84.13,NA,83.03,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.570056487,0.079423,7.649479,-0.020434,7.549623,11197.18,32.081,7.38,11252,17.55,30.30817371,1896.667032,2057.582602,7.9325,499.6,3.005,1.92,17.4,30.1104762316667,8.10424666666667,7.98381,7.98424838316667,7.80632833333333,NA,NA,NA,NA,NA,NA,NA,NA
"75",17163,2017-06-26,22,4,2,1,400,"Rowley2-Sawyers",2.788,1.691,20170501,"14:26","14:32","14:36",0,"Y",NA,"Y","Y","Y","Y",3.93,1.29,1.64,2.64,0.35,NA,NA,NA,16.365,"8.101176754","2.905730543",3.471199964,16.1194365,5,"",9.23,170505,"05/05/17",2.79,12.9,32.53,9.321,170531,"05/31/17",2.79,17.2,29.47,NA,NA,NA,NA,NA,NA,1.0245,1.02123,NA,NA,NA,9.35,9.32,NA,NA,14.51,14.68,14.68,NA,16.37,"Louise",0,NA,NA,NA,NA,NA,NA,NA,"Valve came off",7.396551724,0.079423,7.475975,-0.020434,7.376118,NA,NA,NA,NA,17.3333333333333,30.5660055833333,1935.40578133333,2083.32966133333,7.89533333333333,554.833333333333,2.82,1.80333333333333,16.8857142857143,30.6860738414286,8.20657142857143,8.08382714285714,8.08427600257143,7.90295428571429,NA,NA,NA,NA,NA,NA,NA,NA
"76",17166,2017-07-24,50,6,2,3,400,"Rowley2-Sawyers",3.719,1.815,20170501,"14:09","14:16","14:19",0,"N","N","Y","Y","Y","Y",7.04,1.28,2.38,5.76,1.1,NA,NA,NA,30.697,"6.221201493","1.672815674",4.54771381,42.33906678,5,"",18.797,170506,"05/06/17",2.8,13,32.67,19.007,170531,"05/31/17",2.81,17,29.6,19.11,170705,"07/05/17",2.79,17,NA,1.02459,1.02138,1.0226,25,35,19.07,19.03,19.09,19.2,32.38,32.81,32.77,33.13,30.7,"Louise",1,0.3929,1.2136,0.0485,0.3614,1.0908,0.0312,-0.0174,"",7.644913628,0.079423,7.724337,-0.020434,7.62448,NA,NA,NA,NA,17.46,30.750428776,1944.7027434,2109.9236574,7.932,509.82,3.09,1.976,18.1285714285714,30.9280529328571,8.11697,7.99326,7.993711377,7.81095714285714,17.3333333333333,30.5660055833333,1924.64392533333,2087.714916,7.934,502.933333333333,3.04666666666667,1.94666666666667
"77",17170,2017-07-24,50,11,4,2,2800,"Ipswich",2.984,2.227,20170427,"15:27","15:33","15:36",0,"N","N","Y","Y","Y","Y",4.4,1.3,1.759,3.1,0.459,NA,NA,NA,32.195,"4.598991027","1.541216832",4.844727937,17.80545875,4,"",19.293,170506,"05/06/17",2.8,13,32.67,19.334,170531,"05/31/17",2.79,17.2,29.47,19.162,170705,"07/05/17",2.79,17,NA,1.02459,1.02123,1.0226,25,35,19.4,19.42,19.14,19.17,33.3,33.53,33.38,33.07,32.2,"Louise",1,0.076,0.2281,0.0091,-0.3097,-0.9365,-0.0268,-0.0359,"",6.97696737,0.079423,7.05639,-0.020434,6.956534,NA,NA,NA,NA,17.7166666666667,30.8608641166667,2121.79374033333,2046.82480083333,7.27166666666667,2745.51666666667,0.8,0.51,18.3571428571429,30.95180962,7.36308142857143,7.23927428571429,7.23972690885714,7.05683571428571,17.4,30.744384015,2072.856206,2133.5127295,7.31475,2455.65,0.8625,0.55
"78",17173,2017-06-13,9,15,5,3,900,"Ipswich",3.838,2.015,20170427,"13:43","13:47","13:52",0,"Y",NA,"Y","Y","Y","Y",7.28,1.29,2.15,5.99,0.86,11.52,67.38,55.86,55.86,"2.57022236","0.66967753",7.223054812,30.92490974,1,"",32.532,170504,"05/04/17",2.76,13,32.43,32.673,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02441,1.0212,NA,NA,NA,32.78,32.31,NA,NA,58.04,57.62,58.3,NA,55.86,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.564298341,0.079423,7.643721,-0.020434,7.543865,NA,NA,NA,NA,17.75,30.30817371,2009.1182175,2057.657177,7.717,882.15,1.965,1.26,17.7166666666667,30.0883089283333,7.906095,7.78574333333333,7.78618358033333,7.60839333333333,NA,NA,NA,NA,NA,NA,NA,NA
"79",17174,2017-06-13,9,3,1,3,400,"Rowley1-RR",3.163,1.694,20170427,"14:22","14:27","14:32",0,"N",NA,"Y","Y","Y","Y",3.28,1.29,1.6,1.99,0.31,11.45,35.27,23.82,23.82,"6.53983604","2.067605451",4.445587465,13.39230695,NA,"",12.866,170505,"05/05/17",2.79,12.9,32.53,12.896,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.0245,1.0212,NA,NA,NA,12.94,12.89,NA,NA,21.3,21.35,21.35,NA,23.82,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"Stabbed shucking",7.75431717,0.079423,7.83374,-0.020434,7.733884,NA,NA,NA,NA,17.75,30.30817371,1900.399795,2053.525065,7.9105,526.1,2.89,1.845,17.5,30.0883089283333,8.10687333333333,7.98652166666667,7.98696256333333,7.80917166666667,NA,NA,NA,NA,NA,NA,NA,NA
"80",17176,2017-06-13,9,4,2,1,400,"Ipswich",3.325,1.834,20170427,"13:28","13:34","13:38",0,"Y",NA,"Y","Y","Y","N",4.74,1.3,1.97,3.44,0.67,11.28,59.61,48.33,48.33,"4.029949138","1.212014778",7.925484376,27.13184405,3,"",37.542,170506,"05/06/17",2.8,13,32.67,36.478,170530,"05/30/17",2.8,17.2,29.43,NA,NA,NA,NA,NA,NA,1.02459,1.0212,NA,NA,NA,36.6,36.62,NA,NA,67.4,65.68,65.41,NA,48.33,"Isabel",0,NA,NA,NA,NA,NA,NA,NA,"",7.132437366,0.079423,7.21186,-0.020434,7.112004,24227.87,32.081,5.45,22814.9,17.55,30.30817371,1911.8822225,2051.226297,7.8775,573.8,2.685,1.715,17.35,30.1104842216667,8.10793333333333,7.987495,7.98793520833333,7.81001333333333,NA,NA,NA,NA,NA,NA,NA,NA
